"","Wave","Happiness","Freedom","Religion","Health","Income"
"1",1981,0.0545191511321925,-0.112561981785987,0.354380520338473,-0.0187598010168521,1.00191369953746
"2",1990,-0.0422867391513075,-0.0411284663380959,-0.214315246120471,-0.0732916128458549,-0.511665987722406
"3",1995,-0.228920420652102,-0.0602401208221421,-0.270024906750521,-0.0579068134181974,0.32583117809
"4",1999,-0.125669154744213,0.169558807702999,-0.40173259972425,-0.196155842411724,-0.0561752182718488
"5",2006,-0.0394162188894456,0.0188662334609741,0.0136162062000808,0.0221128128381058,-0.266286618205714
"6",2011,-0.0184090288750516,0.0538886278074676,0.0302527605333756,-0.00513816677542215,-0.216305370897881
"7",2017,0.209592207430224,0.0307449021461707,0.148722584279557,0.187846915410661,-0.262731111069211
