"","wave","happiness","religionmem","freedom","health","income"
"10016",6,2,1,7,2,4
"10017",6,2,1,8,2,1
"10018",6,1,2,9,1,8
"10019",6,1,2,5,1,3
"10020",6,2,1,10,2,NA
"10021",6,1,1,6,2,6
"10022",6,3,2,6,3,NA
"10023",6,3,1,8,2,5
"10024",6,2,1,9,1,4
"10025",6,2,2,10,3,1
"10026",6,2,1,6,2,6
"10027",6,2,2,8,2,6
"10028",6,2,1,9,2,6
"10029",6,3,1,7,3,5
"10030",6,2,1,9,2,5
"10031",6,2,2,10,2,9
"10032",6,2,2,10,2,1
"10033",6,2,2,5,3,5
"10034",6,1,2,5,2,3
"10035",6,1,1,8,2,9
"10036",6,2,2,8,2,7
"10037",6,2,1,9,2,5
"10038",6,2,1,7,2,8
"10039",6,2,2,8,2,7
"10040",6,1,1,8,2,7
"10041",6,2,2,7,2,5
"10042",6,2,2,7,2,3
"10043",6,2,2,7,2,4
"10044",6,NA,NA,NA,NA,NA
"10045",6,2,2,5,2,2
"10046",6,2,2,5,2,5
"10047",6,1,2,10,1,5
"10048",6,1,2,10,1,4
"10049",6,2,2,5,2,5
"10050",6,2,2,10,4,1
"10051",6,2,2,9,1,4
"10052",6,1,2,10,3,5
"10053",6,2,2,7,3,9
"10054",6,2,1,10,2,8
"10055",6,1,1,10,3,5
"10056",6,2,1,8,2,8
"10057",6,1,2,8,2,6
"10058",6,2,2,7,2,5
"10059",6,1,2,7,1,5
"10060",6,1,2,9,2,7
"10061",6,3,1,5,1,7
"10062",6,2,1,8,2,6
"10063",6,2,1,8,2,6
"10064",6,2,1,9,1,4
"10065",6,2,1,8,2,5
"10066",6,1,1,10,3,8
"10067",6,1,1,6,2,3
"10068",6,1,2,8,1,7
"10069",6,3,2,6,3,7
"10070",6,2,1,9,3,8
"10071",6,1,2,9,1,7
"10072",6,2,2,7,2,5
"10073",6,1,2,8,2,5
"10074",6,2,2,8,2,6
"10075",6,1,1,7,2,1
"10076",6,1,1,7,3,5
"10077",6,2,2,4,3,5
"10078",6,2,1,8,2,6
"10079",6,2,2,7,2,NA
"10080",6,1,2,8,1,4
"10081",6,1,1,8,2,8
"10082",6,2,2,8,1,6
"10083",6,2,2,7,2,4
"10084",6,1,1,10,1,4
"10085",6,2,2,7,2,8
"10086",6,2,2,10,2,5
"10087",6,1,2,10,3,1
"10088",6,3,2,8,1,3
"10089",6,2,2,10,3,7
"10090",6,3,2,6,2,6
"10091",6,1,2,8,2,4
"10092",6,1,1,10,1,8
"10093",6,1,2,10,2,8
"10094",6,1,2,8,1,5
"10095",6,1,2,6,2,6
"10096",6,3,2,4,4,3
"10097",6,2,2,6,3,2
"10098",6,3,2,5,2,5
"10099",6,3,2,5,3,5
"10100",6,1,2,8,1,6
"10101",6,2,2,10,1,5
"10102",6,3,2,7,4,4
"10103",6,2,1,9,2,5
"10104",6,1,1,9,2,5
"10105",6,1,2,10,1,6
"10106",6,2,1,8,2,3
"10107",6,2,1,5,2,5
"10108",6,2,1,8,2,6
"10109",6,1,1,8,2,7
"10110",6,1,2,8,2,3
"10111",6,2,1,5,2,6
"10112",6,1,2,9,2,6
"10113",6,3,2,6,2,4
"10114",6,1,1,10,2,4
"10115",6,2,1,7,1,8
"10116",6,2,2,8,1,6
"10117",6,2,2,6,2,7
"10118",6,1,2,8,2,5
"10119",6,1,1,8,2,7
"10120",6,2,2,8,2,3
"10121",6,2,1,7,2,5
"10122",6,1,1,6,1,5
"10123",6,2,1,7,2,4
"10124",6,1,2,10,2,3
"10125",6,3,2,5,2,3
"10126",6,1,2,8,2,7
"10127",6,4,1,5,4,5
"10128",6,3,2,8,2,5
"10129",6,1,1,8,1,NA
"10130",6,2,2,9,1,10
"10131",6,2,2,9,3,6
"10132",6,1,2,6,1,5
"10133",6,1,2,10,2,8
"10134",6,1,1,7,1,4
"10135",6,2,2,10,1,6
"10136",6,1,2,10,1,NA
"10137",6,1,2,6,1,10
"10138",6,3,2,7,1,2
"10139",6,2,2,5,3,1
"10140",6,2,2,7,3,4
"10141",6,1,1,10,1,7
"10142",6,2,2,8,2,6
"10143",6,2,1,9,1,4
"10144",6,2,2,10,2,6
"10145",6,2,1,10,2,5
"10146",6,2,2,10,1,4
"10147",6,3,2,5,4,4
"10148",6,2,1,7,2,4
"10149",6,1,2,8,1,5
"10150",6,2,2,7,2,5
"10151",6,1,2,10,1,8
"10152",6,2,2,7,3,3
"10153",6,1,1,8,2,4
"10154",6,2,2,6,2,7
"10155",6,1,2,9,2,8
"10156",6,2,2,8,2,7
"10157",6,1,1,10,1,5
"10158",6,2,1,6,2,7
"10159",6,1,2,8,2,3
"10160",6,2,2,5,2,5
"10161",6,2,1,9,2,5
"10162",6,2,2,8,1,8
"10163",6,2,2,7,1,5
"10164",6,2,1,7,1,6
"10165",6,2,2,9,1,7
"10166",6,2,2,9,2,5
"10167",6,1,1,10,2,5
"10168",6,1,2,10,2,6
"10169",6,1,1,7,1,6
"10170",6,2,2,6,3,1
"10171",6,3,1,10,3,6
"10172",6,2,1,10,3,3
"10173",6,2,1,8,2,7
"10174",6,2,2,5,3,2
"10175",6,2,2,7,2,4
"10176",6,2,2,10,1,7
"10177",6,2,2,8,2,5
"10178",6,2,1,10,2,5
"10179",6,1,2,10,2,3
"10180",6,2,2,8,2,5
"10181",6,2,2,5,2,1
"10182",6,3,NA,7,2,NA
"10183",6,2,2,9,2,2
"10184",6,3,2,7,3,6
"10185",6,1,1,9,1,5
"10186",6,2,1,7,1,8
"10187",6,2,1,8,2,8
"10188",6,2,1,7,2,8
"10189",6,1,1,10,2,8
"10190",6,3,1,6,2,7
"10191",6,2,2,8,3,6
"10192",6,1,2,9,1,7
"10193",6,2,2,8,1,8
"10194",6,2,2,8,2,6
"10195",6,1,1,9,1,3
"10196",6,2,2,8,2,6
"10197",6,1,1,9,1,5
"10198",6,2,2,6,2,8
"10199",6,2,2,9,2,5
"10200",6,1,2,6,3,NA
"10201",6,1,2,8,2,6
"10202",6,3,2,10,2,7
"10203",6,2,2,7,2,6
"10204",6,1,2,7,2,6
"10205",6,1,2,9,2,6
"10206",6,1,1,9,2,1
"10207",6,2,1,8,2,4
"10208",6,2,2,5,2,5
"10209",6,2,1,8,1,6
"10210",6,3,2,5,3,5
"10211",6,2,2,8,3,6
"10212",6,1,2,5,2,2
"10213",6,2,2,7,3,7
"10214",6,1,1,10,1,3
"10215",6,1,1,10,1,6
"10216",6,1,2,10,1,9
"10217",6,2,2,8,2,5
"10218",6,3,2,8,3,6
"10219",6,1,1,5,1,6
"10220",6,2,2,10,2,1
"10221",6,2,2,4,2,1
"10222",6,2,2,6,2,4
"10223",6,2,1,6,2,6
"10224",6,3,1,8,2,3
"10225",6,2,2,7,3,7
"10226",6,1,2,10,2,9
"10227",6,3,2,7,3,8
"10228",6,1,2,10,2,5
"10229",6,2,1,7,2,4
"10230",6,2,2,5,2,5
"10231",6,1,1,9,1,3
"10232",6,1,2,8,1,5
"10233",6,3,2,8,4,1
"10234",6,2,1,9,2,7
"10235",6,1,2,8,1,6
"10236",6,2,1,9,1,5
"10237",6,2,1,8,3,3
"10238",6,1,2,8,1,7
"10239",6,2,2,7,3,5
"10240",6,1,1,6,1,4
"10241",6,2,1,NA,2,7
"10242",6,1,1,9,1,6
"10243",6,1,1,8,1,6
"10244",6,1,2,10,2,5
"10245",6,3,2,4,2,4
"10246",6,2,1,7,1,7
"10247",6,2,1,NA,3,3
"10248",6,3,2,10,4,3
"10249",6,1,1,10,1,5
"10250",6,1,1,8,1,3
"10251",6,2,2,7,2,5
"10252",6,2,2,6,3,2
"10253",6,2,2,7,2,7
"10254",6,3,2,5,2,2
"10255",6,2,2,9,2,5
"10256",6,1,1,10,1,5
"10257",6,1,2,10,1,6
"10258",6,2,1,5,2,7
"10259",6,2,1,8,1,3
"10260",6,3,2,7,2,3
"10261",6,2,2,10,3,1
"10262",6,2,1,7,2,5
"10263",6,2,2,8,2,5
"10264",6,1,2,10,2,6
"10265",6,1,2,8,2,10
"10266",6,2,2,10,2,5
"10267",6,1,2,9,2,3
"10268",6,2,2,6,2,4
"10269",6,2,2,8,3,2
"10270",6,3,2,6,2,5
"10271",6,1,2,9,2,4
"10272",6,2,1,8,3,8
"10273",6,1,1,8,2,3
"10274",6,1,1,9,1,7
"10275",6,2,2,9,2,3
"10276",6,3,2,8,2,3
"10277",6,2,1,7,2,6
"10278",6,3,1,10,3,3
"10279",6,1,2,8,2,3
"10280",6,2,2,10,2,2
"10281",6,1,1,9,2,4
"10282",6,2,2,8,1,8
"10283",6,2,1,5,2,4
"10284",6,2,2,8,1,2
"10285",6,1,2,10,2,4
"10286",6,1,2,8,2,7
"10287",6,2,2,8,2,7
"10288",6,2,2,7,1,6
"10289",6,1,2,6,1,5
"10290",6,2,1,5,1,7
"10291",6,3,1,10,3,9
"10292",6,2,2,10,1,5
"10293",6,2,2,5,2,4
"10294",6,1,2,7,2,6
"10295",6,2,2,9,2,3
"10296",6,2,2,7,2,4
"10297",6,2,1,8,2,5
"10298",6,1,1,7,3,6
"10299",6,2,2,9,2,6
"10300",6,4,2,8,2,5
"10301",6,2,1,6,3,3
"10302",6,2,2,8,2,6
"10303",6,1,2,10,3,1
"10304",6,2,1,7,2,7
"10305",6,1,2,9,1,2
"10306",6,2,2,5,2,3
"10307",6,1,2,7,1,3
"10308",6,2,2,8,2,7
"10309",6,1,2,9,2,8
"10310",6,1,2,8,2,NA
"10311",6,1,2,10,1,4
"10312",6,1,1,8,2,2
"10313",6,3,2,5,2,6
"10314",6,1,2,5,1,5
"10315",6,1,2,9,2,5
"10316",6,3,2,9,3,3
"10317",6,1,2,6,3,5
"10318",6,1,1,10,1,3
"10319",6,1,2,10,1,5
"10320",6,2,NA,NA,2,NA
"10321",6,1,2,10,1,10
"10322",6,1,1,10,1,NA
"10323",6,1,2,9,2,6
"10324",6,1,2,10,1,4
"10325",6,2,2,8,1,6
"10326",6,2,2,8,1,7
"10327",6,1,2,8,2,1
"10328",6,1,2,5,4,3
"10329",6,2,2,10,3,NA
"10330",6,2,2,5,2,6
"10331",6,1,2,9,1,NA
"10332",6,1,2,10,1,5
"10333",6,2,2,8,2,4
"10334",6,1,2,9,1,4
"10335",6,3,2,4,3,2
"10336",6,2,1,9,NA,6
"10337",6,2,1,9,2,3
"10338",6,2,1,5,2,4
"10339",6,3,1,5,3,10
"10340",6,2,2,7,2,5
"10341",6,2,1,7,3,2
"10342",6,2,2,8,2,4
"10343",6,1,2,7,1,6
"10344",6,2,2,10,1,4
"10345",6,2,2,7,2,3
"10346",6,2,1,8,2,6
"10347",6,1,2,10,1,8
"10348",6,2,2,7,2,6
"10349",6,1,2,9,2,5
"10350",6,2,2,3,2,3
"10351",6,1,2,9,1,4
"10352",6,2,2,8,2,3
"10353",6,1,2,10,4,10
"10354",6,1,2,8,2,NA
"10355",6,1,2,10,2,2
"10356",6,2,2,6,2,3
"10357",6,2,1,8,2,5
"10358",6,2,1,8,2,6
"10359",6,1,2,5,1,6
"10360",6,2,2,10,2,5
"10361",6,2,2,10,2,5
"10362",6,2,2,10,2,5
"10363",6,2,2,7,2,6
"10364",6,2,1,6,3,6
"10365",6,1,1,5,2,4
"10366",6,2,1,10,1,5
"10367",6,2,2,10,2,5
"10368",6,4,1,5,2,8
"10369",6,1,1,9,1,5
"10370",6,1,1,10,1,9
"10371",6,3,2,5,3,4
"10372",6,2,1,10,2,6
"10373",6,2,2,5,3,3
"10374",6,2,2,8,2,4
"10375",6,2,1,10,2,5
"10376",6,2,2,8,2,4
"10377",6,2,2,7,3,5
"10378",6,1,1,10,1,8
"10379",6,2,1,9,3,5
"10380",6,1,1,9,2,4
"10381",6,2,2,7,2,3
"10382",6,2,1,5,2,7
"10383",6,1,2,10,2,8
"10384",6,2,2,6,2,5
"10385",6,1,1,10,1,6
"10386",6,4,2,1,4,1
"10387",6,1,1,NA,1,8
"10388",7,2,2,7,2,5
"10389",7,2,1,10,1,1
"10390",7,1,2,9,1,7
"10391",7,2,2,9,2,6
"10392",7,2,2,8,2,3
"10393",7,2,2,10,1,1
"10394",7,2,1,10,1,6
"10395",7,1,2,10,2,5
"10396",7,3,2,6,4,4
"10397",7,1,2,10,2,NA
"10398",7,1,2,8,1,7
"10399",7,2,2,9,2,6
"10400",7,2,2,9,2,4
"10401",7,2,2,10,3,5
"10402",7,2,2,5,4,5
"10403",7,2,2,10,2,NA
"10404",7,2,2,10,2,8
"10405",7,2,2,7,2,6
"10406",7,2,1,9,4,4
"10407",7,2,2,8,2,6
"10408",7,2,2,7,3,6
"10409",7,1,2,9,2,4
"10410",7,1,1,10,1,7
"10411",7,2,2,10,2,6
"10412",7,2,1,8,2,7
"10413",7,2,1,10,2,4
"10414",7,2,2,8,2,6
"10415",7,3,1,9,3,9
"10416",7,2,2,9,1,8
"10417",7,2,2,8,2,6
"10418",7,2,1,8,2,5
"10419",7,2,1,10,2,8
"10420",7,2,1,8,2,6
"10421",7,2,2,7,2,6
"10422",7,2,2,8,2,7
"10423",7,1,1,8,2,5
"10424",7,1,1,7,2,7
"10425",7,2,1,9,2,7
"10426",7,2,1,9,2,5
"10427",7,2,2,7,2,5
"10428",7,2,1,8,2,9
"10429",7,2,2,8,2,5
"10430",7,2,2,6,3,5
"10431",7,2,2,5,2,5
"10432",7,1,2,10,1,5
"10433",7,3,2,9,4,4
"10434",7,3,1,6,2,3
"10435",7,1,2,10,2,4
"10436",7,2,1,5,3,3
"10437",7,1,2,8,2,6
"10438",7,3,2,7,3,4
"10439",7,2,2,10,2,5
"10440",7,2,2,8,2,7
"10441",7,2,2,3,3,2
"10442",7,4,2,3,4,6
"10443",7,3,2,6,3,3
"10444",7,3,2,6,4,4
"10445",7,2,1,8,1,5
"10446",7,2,1,7,2,5
"10447",7,3,2,5,5,1
"10448",7,3,2,1,2,4
"10449",7,2,1,5,2,5
"10450",7,2,NA,5,3,NA
"10451",7,1,2,6,2,4
"10452",7,3,1,8,2,8
"10453",7,1,1,10,1,6
"10454",7,2,2,9,1,4
"10455",7,1,2,10,1,5
"10456",7,3,2,5,4,1
"10457",7,2,2,10,3,5
"10458",7,2,2,7,2,4
"10459",7,1,1,10,1,6
"10460",7,2,2,9,2,7
"10461",7,3,2,9,3,5
"10462",7,2,2,9,2,4
"10463",7,2,2,5,2,6
"10464",7,2,2,7,2,5
"10465",7,2,1,10,1,5
"10466",7,3,2,9,3,3
"10467",7,2,1,8,2,6
"10468",7,2,2,7,3,4
"10469",7,2,2,7,2,6
"10470",7,1,1,9,2,7
"10471",7,2,2,7,2,5
"10472",7,2,2,8,2,3
"10473",7,2,2,5,2,5
"10474",7,2,2,6,2,5
"10475",7,2,2,5,2,4
"10476",7,3,1,3,3,1
"10477",7,2,1,8,3,5
"10478",7,2,2,7,3,6
"10479",7,2,2,7,3,5
"10480",7,1,1,8,2,7
"10481",7,1,2,6,2,5
"10482",7,2,2,7,2,7
"10483",7,2,2,7,2,3
"10484",7,2,2,7,3,7
"10485",7,1,1,8,2,5
"10486",7,2,2,8,2,4
"10487",7,1,1,10,1,7
"10488",7,3,2,8,2,4
"10489",7,2,2,10,2,1
"10490",7,1,2,9,1,7
"10491",7,1,1,8,1,5
"10492",7,2,1,6,2,4
"10493",7,2,2,9,2,5
"10494",7,2,2,7,2,5
"10495",7,2,1,8,1,7
"10496",7,2,2,7,2,5
"10497",7,2,2,7,3,6
"10498",7,2,2,10,3,1
"10499",7,2,1,8,2,7
"10500",7,1,2,10,1,6
"10501",7,3,2,5,3,3
"10502",7,3,2,4,2,1
"10503",7,2,2,10,2,7
"10504",7,2,2,7,1,2
"10505",7,2,1,8,3,7
"10506",7,3,2,8,4,4
"10507",7,1,2,7,2,5
"10508",7,1,2,10,1,7
"10509",7,2,2,9,2,5
"10510",7,2,2,7,3,6
"10511",7,2,1,10,1,7
"10512",7,2,2,8,2,7
"10513",7,2,2,10,3,3
"10514",7,2,2,8,2,7
"10515",7,2,2,10,3,6
"10516",7,1,2,10,1,9
"10517",7,1,2,10,2,4
"10518",7,1,2,8,1,8
"10519",7,3,2,9,3,2
"10520",7,2,2,9,2,6
"10521",7,2,1,7,3,6
"10522",7,1,2,10,3,5
"10523",7,2,2,9,2,3
"10524",7,2,2,7,2,4
"10525",7,2,2,6,3,5
"10526",7,2,2,10,2,4
"10527",7,2,2,4,3,2
"10528",7,1,2,10,2,3
"10529",7,2,1,9,2,7
"10530",7,3,2,9,3,2
"10531",7,3,2,4,1,6
"10532",7,2,1,7,2,7
"10533",7,2,2,7,2,7
"10534",7,2,2,4,3,4
"10535",7,2,2,7,2,7
"10536",7,1,1,8,2,9
"10537",7,2,1,10,1,1
"10538",7,2,2,7,2,7
"10539",7,3,2,3,3,3
"10540",7,1,1,8,2,5
"10541",7,2,2,8,2,6
"10542",7,2,2,10,2,1
"10543",7,2,1,8,NA,4
"10544",7,1,1,7,2,5
"10545",7,2,2,6,3,4
"10546",7,NA,2,9,2,3
"10547",7,3,1,10,1,6
"10548",7,2,1,6,3,5
"10549",7,2,2,10,3,7
"10550",7,2,2,10,2,5
"10551",7,2,2,10,1,4
"10552",7,2,2,7,2,6
"10553",7,2,2,8,2,5
"10554",7,3,2,8,4,1
"10555",7,2,2,8,4,3
"10556",7,2,1,9,2,6
"10557",7,1,2,9,1,4
"10558",7,1,2,10,2,6
"10559",7,1,2,10,2,7
"10560",7,2,2,8,2,6
"10561",7,3,2,5,3,3
"10562",7,1,1,10,1,8
"10563",7,2,2,8,2,4
"10564",7,3,2,8,3,7
"10565",7,2,2,8,2,6
"10566",7,2,2,8,2,8
"10567",7,2,1,9,2,7
"10568",7,1,2,9,2,4
"10569",7,2,1,10,2,5
"10570",7,1,1,10,2,4
"10571",7,3,2,5,2,5
"10572",7,1,2,8,1,6
"10573",7,2,2,7,3,5
"10574",7,2,1,4,4,6
"10575",7,3,2,7,2,4
"10576",7,2,2,8,3,4
"10577",7,2,2,7,1,4
"10578",7,1,2,9,2,4
"10579",7,1,2,4,2,5
"10580",7,2,1,9,NA,5
"10581",7,2,2,6,2,6
"10582",7,3,1,6,3,5
"10583",7,2,2,9,2,6
"10584",7,4,2,3,3,3
"10585",7,2,2,10,1,7
"10586",7,2,1,8,2,4
"10587",7,2,2,8,2,7
"10588",7,3,2,8,4,5
"10589",7,2,2,8,4,3
"10590",7,2,1,6,2,5
"10591",7,2,2,4,3,3
"10592",7,1,2,5,3,8
"10593",7,2,1,8,3,8
"10594",7,3,2,6,1,5
"10595",7,2,2,5,5,5
"10596",7,1,1,10,1,6
"10597",7,1,1,10,1,5
"10598",7,3,2,3,2,3
"10599",7,2,1,8,2,7
"10600",7,2,2,8,3,3
"10601",7,1,1,6,2,6
"10602",7,2,2,8,3,4
"10603",7,2,2,8,3,6
"10604",7,3,2,4,3,1
"10605",7,2,2,8,2,7
"10606",7,2,2,8,3,6
"10607",7,2,2,8,3,5
"10608",7,2,1,9,4,7
"10609",7,1,1,8,1,4
"10610",7,2,1,8,3,6
"10611",7,1,2,9,2,5
"10612",7,1,2,8,1,5
"10613",7,2,2,8,3,3
"10614",7,2,2,6,2,7
"10615",7,1,2,10,1,7
"10616",7,2,2,8,1,5
"10617",7,2,1,7,2,3
"10618",7,2,2,10,2,4
"10619",7,2,2,4,2,7
"10620",7,1,1,6,2,5
"10621",7,2,2,8,2,5
"10622",7,3,2,6,5,5
"10623",7,2,2,8,2,7
"10624",7,3,2,3,3,3
"10625",7,3,1,10,4,5
"10626",7,2,2,10,3,5
"10627",7,2,2,7,2,6
"10628",7,2,2,7,2,4
"10629",7,2,2,8,1,6
"10630",7,2,2,7,2,4
"10631",7,2,2,8,2,4
"10632",7,2,2,8,2,4
"10633",7,1,1,8,2,6
"10634",7,1,1,10,2,7
"10635",7,1,1,8,2,6
"10636",7,2,2,7,2,6
"10637",7,1,1,8,3,6
"10638",7,2,2,9,1,4
"10639",7,1,2,8,2,7
"10640",7,1,1,8,2,7
"10641",7,2,2,8,2,6
"10642",7,2,2,6,2,8
"10643",7,2,2,7,2,6
"10644",7,1,1,9,2,4
"10645",7,2,1,8,3,3
"10646",7,2,2,3,3,1
"10647",7,2,1,8,2,6
"10648",7,2,2,8,2,3
"10649",7,2,2,8,2,7
"10650",7,1,1,10,1,5
"10651",7,2,1,6,3,5
"10652",7,2,2,9,1,5
"10653",7,2,2,7,2,5
"10654",7,1,2,9,2,7
"10655",7,2,2,5,2,6
"10656",7,1,2,5,2,5
"10657",7,2,2,7,3,4
"10658",7,NA,2,9,2,8
"10659",7,2,1,10,1,10
"10660",7,1,2,4,1,4
"10661",7,2,2,6,2,4
"10662",7,2,1,9,1,4
"10663",7,1,2,10,1,8
"10664",7,3,2,8,3,1
"10665",7,1,2,8,1,6
"10666",7,2,NA,5,3,5
"10667",7,2,2,10,2,4
"10668",7,3,2,7,3,3
"10669",7,2,2,7,2,3
"10670",7,1,2,5,1,8
"10671",7,2,2,6,4,2
"10672",7,1,1,10,1,1
"10673",7,2,2,10,2,7
"10674",7,2,2,9,2,4
"10675",7,1,2,10,2,6
"10676",7,2,2,4,2,8
"10677",7,2,2,7,3,3
"10678",7,2,2,7,3,7
"10679",7,1,1,10,2,4
"10680",7,2,2,7,2,6
"10681",7,3,2,8,3,5
"10682",7,1,1,10,2,6
"10683",7,2,2,8,2,5
"10684",7,2,2,6,2,5
"10685",7,2,2,7,4,6
"10686",7,1,2,8,1,5
"10687",7,2,2,7,3,3
"10688",7,1,1,8,2,4
"10689",7,2,2,10,2,4
"10690",7,1,2,6,1,3
"10691",7,2,1,10,2,2
"10692",7,2,1,8,5,8
"10693",7,2,1,8,2,5
"10694",7,3,1,4,1,1
"10695",7,1,1,7,2,NA
"10696",7,3,1,6,4,1
"10697",7,2,1,9,2,7
"10698",7,2,2,8,2,NA
"10699",7,2,1,9,1,5
"10700",7,1,2,8,3,4
"10701",7,1,2,10,1,2
"10702",7,2,2,10,2,3
"10703",7,1,2,10,2,7
"10704",7,2,2,5,2,5
"10705",7,2,2,10,2,4
"10706",7,1,1,10,1,6
"10707",7,2,NA,7,2,3
"10708",7,2,2,8,3,3
"10709",7,2,1,8,2,5
"10710",7,2,1,9,3,7
"10711",7,2,2,9,2,6
"10712",7,1,1,10,1,4
"10713",7,1,1,9,3,5
"10714",7,2,2,8,2,6
"10715",7,2,1,8,2,6
"10716",7,2,2,5,3,3
"10717",7,3,2,4,3,2
"10718",7,2,1,10,2,3
"10719",7,2,1,7,2,3
"10720",7,3,2,5,4,6
"10721",7,2,1,5,3,6
"10722",7,2,2,5,1,4
"10723",7,1,2,8,1,7
"10724",7,1,2,9,2,4
"10725",7,1,1,9,1,2
"10726",7,2,2,10,2,9
"10727",7,2,2,8,2,4
"10728",7,1,2,2,1,6
"10729",7,2,1,3,2,4
"10730",7,1,1,10,2,5
"10731",7,2,2,3,2,8
"10732",7,2,1,9,2,NA
"10733",7,2,1,5,2,5
"10734",7,3,2,8,3,1
"10735",7,1,2,10,2,1
"10736",7,3,2,2,5,3
"10737",7,2,2,7,3,6
"10738",7,2,2,7,1,3
"10739",7,2,2,10,2,8
"10740",7,2,1,9,2,5
"10741",7,2,2,6,3,2
"10742",7,1,2,10,2,5
"10743",7,1,2,4,2,7
"10744",7,2,2,7,2,3
"10745",7,3,2,3,3,1
"10746",7,2,2,5,2,3
"10747",7,2,1,5,2,6
"10748",7,1,2,9,1,8
"10749",7,2,2,4,2,5
"10750",7,3,2,8,3,2
"10751",7,2,1,9,1,6
"10752",7,2,2,8,2,5
"10753",7,2,2,8,2,3
"10754",7,2,2,7,2,5
"10755",7,2,1,10,1,7
"10756",7,2,2,8,1,7
"10757",7,2,2,5,3,5
"10758",7,3,2,7,4,4
"10759",7,1,NA,10,3,NA
"10760",7,1,2,10,1,6
"10761",7,2,2,8,1,5
"10762",7,2,2,8,1,7
"10763",7,1,1,6,1,4
"10764",7,2,1,7,3,4
"10765",7,3,2,10,3,5
"10766",7,2,1,9,3,6
"10767",7,3,2,7,2,4
"10768",7,2,2,8,2,7
"10769",7,2,2,8,2,7
"10770",7,2,1,9,2,4
"10771",7,2,2,6,2,5
"10772",7,2,2,8,3,6
"10773",7,2,2,8,3,5
"10774",7,2,1,8,1,9
"10775",7,2,2,8,2,7
"10776",7,2,2,10,2,2
"10777",7,2,2,8,1,6
"10778",7,2,2,10,2,4
"10779",7,2,2,7,2,4
"10780",7,2,1,7,1,4
"10781",7,2,1,4,4,4
"10782",7,2,1,8,2,4
"10783",7,2,2,7,2,3
"10784",7,2,2,8,3,4
"10785",7,3,1,5,3,4
"10786",7,2,2,4,3,4
"10787",7,2,1,7,3,6
"10788",7,2,2,NA,2,7
"10789",7,2,2,10,3,7
"10790",7,2,1,7,1,NA
"10791",7,2,1,5,1,3
"10792",7,1,2,8,1,7
"10793",7,1,2,10,1,7
"10794",7,2,2,10,1,6
"10795",7,1,1,8,1,6
"10796",7,2,2,9,2,4
"10797",7,1,2,9,2,7
"10798",7,2,2,10,3,2
"10799",7,2,2,5,3,4
"10800",7,1,1,10,1,5
"10801",7,2,2,10,2,8
"10802",7,2,1,10,1,4
"10803",7,2,1,6,3,6
"10804",7,3,2,8,3,5
"10805",7,2,2,8,2,6
"10806",7,2,2,6,3,5
"10807",7,1,2,7,2,5
"10808",7,1,2,8,2,2
"10809",7,1,2,9,2,8
"10810",7,2,2,8,2,8
"10811",7,1,2,10,1,6
"10812",7,1,2,9,2,7
"10813",7,2,2,7,2,4
"10814",7,1,2,10,2,6
"10815",7,2,2,9,2,8
"10816",7,2,1,8,2,4
"10817",7,1,2,9,3,7
"10818",7,2,1,8,1,6
"10819",7,2,2,10,3,1
"10820",7,2,1,8,2,8
"10821",7,1,2,8,2,7
"10822",7,2,2,9,1,5
"10823",7,1,1,8,2,5
"10824",7,2,2,8,2,4
"10825",7,1,1,10,1,7
"10826",7,2,2,9,2,3
"10827",7,2,2,7,1,7
"10828",7,1,2,8,1,6
"10829",7,2,2,7,1,7
"10830",7,2,2,9,3,6
"10831",7,2,2,9,3,6
"10832",7,2,1,10,2,6
"10833",7,1,1,10,1,5
"10834",7,1,2,10,2,5
"10835",7,2,2,7,2,5
"10836",7,3,1,6,3,6
"10837",7,1,1,9,2,7
"10838",7,2,1,8,NA,8
"10839",7,2,2,8,1,6
"10840",7,2,2,8,2,5
"10841",7,2,2,9,3,5
"10842",7,3,2,5,3,5
"10843",7,1,2,10,2,9
"10844",7,4,2,1,3,2
"10845",7,2,2,7,2,4
"10846",7,4,2,4,4,2
"10847",7,2,2,9,2,6
"10848",7,2,2,5,2,3
"10849",7,1,1,8,2,5
"10850",7,2,1,7,2,5
"10851",7,2,2,8,2,6
"10852",7,2,2,7,2,8
"10853",7,2,2,8,2,4
"10854",7,3,2,6,3,4
"10855",7,2,2,6,1,5
"10856",7,1,2,6,2,5
"10857",7,3,2,8,3,1
"10858",7,2,2,10,1,3
"10859",7,1,1,10,1,4
"10860",7,2,2,9,2,3
"10861",7,1,2,7,2,6
"10862",7,2,2,10,1,4
"10863",7,2,1,8,2,4
"10864",7,2,2,5,2,2
"10865",7,2,1,10,1,5
"10866",7,1,2,7,1,8
"10867",7,1,2,10,2,7
"10868",7,1,1,10,2,5
"10869",7,1,2,10,5,NA
"10870",7,2,2,5,2,6
"10871",7,3,2,10,2,3
"10872",7,2,2,9,3,9
"10873",7,2,2,10,3,3
"10874",7,2,2,8,2,6
"10875",7,1,2,9,2,6
"10876",7,2,2,8,1,4
"10877",7,2,2,5,1,3
"10878",7,3,2,7,3,3
"10879",7,2,2,10,2,2
"10880",7,2,1,9,1,5
"10881",7,3,2,5,3,5
"10882",7,1,2,7,1,5
"10883",7,2,2,7,2,10
"10884",7,1,1,8,2,6
"10885",7,2,2,8,1,7
