"","wave","happiness","religionmem","freedom","health","income"
"3222",2,2,2,8,1,NA
"3223",2,2,1,9,4,7
"3224",2,1,1,10,1,6
"3225",2,2,1,8,3,NA
"3226",2,1,1,7,1,5
"3227",2,2,1,7,1,2
"3228",2,1,1,7,2,7
"3229",2,1,1,9,1,3
"3230",2,2,1,8,4,7
"3231",2,2,1,9,1,5
"3232",2,1,1,7,1,4
"3233",2,1,1,10,1,7
"3234",2,1,1,7,2,6
"3235",2,1,1,10,1,7
"3236",2,2,1,8,3,4
"3237",2,2,1,8,2,7
"3238",2,2,1,8,2,6
"3239",2,1,2,6,2,2
"3240",2,2,1,8,1,7
"3241",2,1,1,9,1,6
"3242",2,1,1,9,3,3
"3243",2,2,2,10,1,6
"3244",2,2,1,9,2,5
"3245",2,1,1,7,1,5
"3246",2,2,1,8,1,4
"3247",2,2,2,7,1,4
"3248",2,2,1,8,1,4
"3249",2,1,2,6,1,7
"3250",2,1,1,8,2,5
"3251",2,2,2,8,1,3
"3252",2,2,2,6,1,2
"3253",2,1,2,8,2,4
"3254",2,1,2,6,3,2
"3255",2,3,2,6,1,3
"3256",2,1,2,10,1,5
"3257",2,2,1,10,1,6
"3258",2,1,1,10,1,5
"3259",2,1,2,5,3,2
"3260",2,3,2,5,3,4
"3261",2,1,1,6,2,5
"3262",2,2,1,2,4,5
"3263",2,2,2,8,2,5
"3264",2,2,1,5,2,4
"3265",2,2,2,7,3,6
"3266",2,2,1,8,1,5
"3267",2,1,1,10,1,5
"3268",2,2,1,8,1,4
"3269",2,1,2,10,1,4
"3270",2,2,2,10,3,4
"3271",2,2,1,5,1,4
"3272",2,2,1,6,1,4
"3273",2,1,2,10,1,7
"3274",2,3,2,10,1,7
"3275",2,1,2,10,2,7
"3276",2,1,2,10,2,4
"3277",2,1,1,8,2,4
"3278",2,1,1,8,4,4
"3279",2,3,2,8,3,1
"3280",2,2,1,9,1,6
"3281",2,2,2,10,2,6
"3282",2,1,2,10,1,5
"3283",2,2,1,7,2,6
"3284",2,2,2,6,2,5
"3285",2,2,1,6,2,6
"3286",2,3,2,8,2,5
"3287",2,3,2,8,3,5
"3288",2,3,2,8,1,5
"3289",2,2,1,8,3,1
"3290",2,1,1,9,1,4
"3291",2,2,2,8,2,6
"3292",2,2,1,4,4,1
"3293",2,3,1,3,2,1
"3294",2,1,2,10,1,3
"3295",2,1,1,10,1,5
"3296",2,2,2,5,2,4
"3297",2,3,1,5,2,1
"3298",2,1,2,7,1,3
"3299",2,3,2,10,1,1
"3300",2,2,2,8,1,1
"3301",2,2,2,9,2,3
"3302",2,2,1,10,2,4
"3303",2,2,1,8,1,5
"3304",2,1,1,9,2,4
"3305",2,2,1,9,2,5
"3306",2,2,2,10,2,5
"3307",2,1,1,9,1,1
"3308",2,1,2,7,1,4
"3309",2,2,2,8,2,1
"3310",2,2,2,6,2,4
"3311",2,1,1,10,1,7
"3312",2,1,1,8,1,7
"3313",2,2,1,7,3,3
"3314",2,1,1,10,4,4
"3315",2,2,1,8,3,5
"3316",2,1,2,9,1,NA
"3317",2,1,2,8,3,4
"3318",2,1,1,10,1,5
"3319",2,2,2,8,2,6
"3320",2,2,2,9,1,5
"3321",2,1,1,10,1,7
"3322",2,1,2,7,3,4
"3323",2,1,1,10,2,NA
"3324",2,1,2,8,2,6
"3325",2,3,1,8,3,NA
"3326",2,1,2,10,1,6
"3327",2,2,2,6,1,2
"3328",2,2,2,9,3,1
"3329",2,1,1,8,3,1
"3330",2,1,2,8,1,4
"3331",2,1,1,9,3,2
"3332",2,1,1,10,4,3
"3333",2,2,2,10,1,5
"3334",2,1,1,8,2,7
"3335",2,2,1,8,1,6
"3336",2,2,1,5,3,3
"3337",2,2,2,9,1,1
"3338",2,1,2,10,3,1
"3339",2,1,2,7,5,NA
"3340",2,2,1,10,2,4
"3341",2,1,2,8,2,5
"3342",2,2,2,8,2,NA
"3343",2,2,2,7,2,7
"3344",2,NA,2,8,2,4
"3345",2,2,2,10,3,1
"3346",2,2,1,10,1,2
"3347",2,3,2,5,4,3
"3348",2,1,2,8,2,2
"3349",2,1,2,9,1,7
"3350",2,2,1,NA,1,3
"3351",2,2,2,6,1,7
"3352",2,2,1,7,2,NA
"3353",2,1,1,5,1,NA
"3354",2,2,2,9,1,5
"3355",2,2,2,8,2,7
"3356",2,1,1,5,1,2
"3357",2,1,2,8,1,3
"3358",2,2,1,4,2,7
"3359",2,2,2,8,5,5
"3360",2,1,1,9,2,3
"3361",2,2,2,8,2,6
"3362",2,2,1,10,5,3
"3363",2,1,1,8,1,7
"3364",2,1,1,7,2,4
"3365",2,2,1,9,2,7
"3366",2,NA,2,7,2,4
"3367",2,1,1,9,1,6
"3368",2,1,2,8,1,10
"3369",2,NA,2,5,3,5
"3370",2,1,2,7,1,5
"3371",2,2,1,3,2,5
"3372",2,1,1,10,1,2
"3373",2,2,1,8,2,7
"3374",2,3,2,NA,5,1
"3375",2,1,1,9,3,3
"3376",2,2,1,8,1,6
"3377",2,2,1,8,2,5
"3378",2,2,2,9,2,4
"3379",2,1,2,9,1,5
"3380",2,2,1,8,1,7
"3381",2,2,1,7,2,5
"3382",2,2,1,8,2,5
"3383",2,2,2,10,1,7
"3384",2,2,1,5,2,2
"3385",2,1,1,7,2,7
"3386",2,2,2,5,2,6
"3387",2,1,1,9,2,4
"3388",2,2,2,7,2,6
"3389",2,2,1,6,2,6
"3390",2,1,1,7,3,4
"3391",2,2,1,7,1,4
"3392",2,1,1,8,1,7
"3393",2,2,1,10,1,4
"3394",2,2,1,7,1,2
"3395",2,2,1,8,4,3
"3396",2,1,1,10,1,7
"3397",2,2,2,8,3,3
"3398",2,1,1,8,1,6
"3399",2,1,2,NA,1,7
"3400",2,1,2,9,2,4
"3401",2,2,2,1,2,3
"3402",2,2,2,10,1,4
"3403",2,1,1,9,1,2
"3404",2,1,1,5,1,5
"3405",2,2,1,10,1,4
"3406",2,2,2,8,2,4
"3407",2,3,1,5,2,3
"3408",2,3,2,3,2,4
"3409",2,1,1,9,2,7
"3410",2,1,1,9,2,7
"3411",2,1,2,10,1,7
"3412",2,2,1,9,2,NA
"3413",2,2,2,10,2,NA
"3414",2,3,2,8,4,3
"3415",2,2,1,9,2,4
"3416",2,1,1,6,3,NA
"3417",2,2,2,8,1,3
"3418",2,2,2,8,1,5
"3419",2,1,2,9,3,4
"3420",2,1,2,9,1,4
"3421",2,1,1,8,5,1
"3422",2,2,1,5,2,2
"3423",2,2,1,8,1,6
"3424",2,1,2,8,1,5
"3425",2,1,2,9,1,5
"3426",2,1,1,8,1,6
"3427",2,1,2,7,1,5
"3428",2,3,1,5,1,6
"3429",2,1,2,10,1,3
"3430",2,4,1,10,1,4
"3431",2,4,1,9,1,4
"3432",2,3,2,7,1,6
"3433",2,2,1,10,1,1
"3434",2,2,1,9,4,3
"3435",2,1,1,7,2,7
"3436",2,2,1,3,2,NA
"3437",2,1,1,7,1,4
"3438",2,2,1,5,5,3
"3439",2,2,2,5,2,6
"3440",2,2,2,8,1,2
"3441",2,2,2,8,3,3
"3442",2,2,2,8,2,3
"3443",2,1,1,7,2,6
"3444",2,NA,1,6,3,2
"3445",2,2,1,7,3,3
"3446",2,1,1,9,1,NA
"3447",2,3,1,9,2,NA
"3448",2,2,1,7,1,6
"3449",2,1,2,9,3,NA
"3450",2,2,1,8,2,6
"3451",2,3,2,9,2,5
"3452",2,2,1,9,2,2
"3453",2,3,2,8,4,2
"3454",2,1,1,8,1,NA
"3455",2,1,2,10,3,4
"3456",2,2,1,8,1,1
"3457",2,1,1,8,2,NA
"3458",2,2,1,6,2,NA
"3459",2,1,2,10,1,2
"3460",2,1,1,10,1,NA
"3461",2,1,1,8,2,2
"3462",2,1,2,7,2,7
"3463",2,2,1,9,2,4
"3464",2,2,1,7,1,1
"3465",2,1,2,10,2,4
"3466",2,1,1,6,2,4
"3467",2,1,2,7,1,NA
"3468",2,3,2,9,3,1
"3469",2,2,2,8,2,1
"3470",2,2,2,7,1,1
"3471",2,1,1,9,2,1
"3472",2,1,2,10,1,6
"3473",2,2,1,8,3,1
"3474",2,1,1,9,2,6
"3475",2,2,2,9,2,7
"3476",2,2,2,8,4,4
"3477",2,1,1,7,1,4
"3478",2,1,2,8,1,7
"3479",2,1,1,9,1,4
"3480",2,2,2,9,1,6
"3481",2,2,2,10,2,7
"3482",2,1,2,10,2,6
"3483",2,2,1,6,2,4
"3484",2,4,1,9,3,1
"3485",2,2,1,7,1,6
"3486",2,1,1,9,3,NA
"3487",2,2,2,9,2,4
"3488",2,1,1,6,1,NA
"3489",2,2,1,8,2,7
"3490",2,1,1,6,2,7
"3491",2,2,1,6,2,7
"3492",2,2,1,10,1,5
"3493",2,2,1,9,1,2
"3494",2,1,2,8,1,7
"3495",2,1,2,5,1,6
"3496",2,2,1,9,2,7
"3497",2,2,1,8,1,3
"3498",2,2,2,8,2,4
"3499",2,1,2,8,2,3
"3500",2,2,2,8,3,3
"3501",2,1,1,5,2,2
"3502",2,1,2,10,1,4
"3503",2,2,2,10,1,4
"3504",2,1,2,9,2,4
"3505",2,2,2,8,2,3
"3506",2,2,1,8,2,5
"3507",2,2,2,10,3,1
"3508",2,2,2,6,3,2
"3509",2,2,1,9,2,4
"3510",2,2,1,6,1,3
"3511",2,1,2,8,1,2
"3512",2,1,2,9,2,NA
"3513",2,2,1,9,1,NA
"3514",2,1,2,6,3,4
"3515",2,1,1,5,3,2
"3516",2,NA,1,10,1,1
"3517",2,2,2,5,1,4
"3518",2,2,2,7,1,5
"3519",2,2,2,8,1,3
"3520",2,1,2,9,1,3
"3521",2,2,2,6,2,7
"3522",2,2,1,8,1,2
"3523",2,1,1,10,2,3
"3524",2,1,1,7,1,5
"3525",2,1,1,9,2,2
"3526",2,NA,2,10,3,4
"3527",2,1,2,10,1,5
"3528",2,2,2,9,1,5
"3529",2,1,1,10,1,3
"3530",2,1,2,8,2,3
"3531",2,2,2,7,2,3
"3532",2,1,1,9,1,5
"3533",2,2,2,9,2,8
"3534",2,2,1,5,1,2
"3535",2,2,1,9,2,7
"3536",2,1,1,7,2,8
"3537",2,2,2,8,2,8
"3538",2,1,2,10,1,3
"3539",2,2,2,9,3,3
"3540",2,1,2,10,1,5
"3541",2,3,2,3,3,4
"3542",2,2,2,9,2,2
"3543",2,2,1,9,2,5
"3544",2,2,2,8,1,9
"3545",2,2,1,10,1,7
"3546",2,1,2,7,2,4
"3547",2,1,1,9,1,3
"3548",2,2,2,6,2,7
"3549",2,1,2,9,3,NA
"3550",2,2,1,9,3,NA
"3551",2,1,2,10,2,6
"3552",2,2,2,8,1,6
"3553",2,2,1,4,2,5
"3554",2,2,1,6,4,4
"3555",2,1,2,6,1,6
"3556",2,1,2,5,2,4
"3557",2,2,2,8,1,5
"3558",2,2,1,8,4,3
"3559",2,1,1,10,1,7
"3560",2,1,2,8,2,2
"3561",2,NA,2,7,1,3
"3562",2,2,2,5,2,5
"3563",2,3,2,7,1,NA
"3564",2,2,2,5,4,2
"3565",2,1,2,8,2,NA
"3566",2,4,2,8,3,7
"3567",2,2,2,4,2,1
"3568",2,1,1,8,1,6
"3569",2,1,1,8,2,7
"3570",2,2,2,7,2,4
"3571",2,2,2,7,3,3
"3572",2,2,2,9,1,5
"3573",2,2,1,7,3,4
"3574",2,3,2,10,2,3
"3575",2,1,2,7,1,2
"3576",2,1,1,8,1,6
"3577",2,2,1,8,1,7
"3578",2,2,2,7,1,NA
"3579",2,2,2,7,1,10
"3580",2,3,1,7,3,5
"3581",2,NA,2,8,2,5
"3582",2,2,1,8,1,7
"3583",2,1,2,10,1,7
"3584",2,2,1,1,3,6
"3585",2,1,1,9,1,2
"3586",2,4,2,10,3,1
"3587",2,1,1,10,2,1
"3588",2,2,1,9,2,4
"3589",2,1,1,8,2,2
"3590",2,2,1,8,1,5
"3591",2,1,1,9,1,7
"3592",2,2,1,9,2,6
"3593",2,2,1,6,1,5
"3594",2,1,1,9,1,10
"3595",2,1,1,8,1,7
"3596",2,2,2,5,1,7
"3597",2,2,2,8,2,6
"3598",2,NA,2,8,2,3
"3599",2,3,2,7,1,3
"3600",2,1,2,8,1,NA
"3601",2,2,2,7,2,4
"3602",2,2,1,7,1,2
"3603",2,1,2,9,1,5
"3604",2,2,2,8,2,7
"3605",2,2,1,8,3,5
"3606",2,1,1,10,1,6
"3607",2,2,1,6,2,4
"3608",2,2,2,6,1,4
"3609",2,1,2,7,3,7
"3610",2,2,2,9,2,5
"3611",2,2,2,10,2,5
"3612",2,2,2,9,2,6
"3613",2,3,2,9,2,4
"3614",2,1,1,8,1,7
"3615",2,2,2,9,1,NA
"3616",2,2,2,10,2,4
"3617",2,3,2,10,3,1
"3618",2,1,1,9,2,7
"3619",2,1,1,10,3,NA
"3620",2,3,2,6,NA,1
"3621",2,2,2,7,2,2
"3622",2,2,1,10,1,6
"3623",2,2,2,9,2,NA
"3624",2,1,2,5,1,4
"3625",2,2,2,5,4,NA
"3626",2,2,1,8,2,4
"3627",2,1,1,10,1,7
"3628",2,2,2,9,1,7
"3629",2,3,2,9,1,7
"3630",2,2,2,7,3,4
"3631",2,1,1,9,3,1
"3632",2,3,2,8,3,4
"3633",2,3,2,7,2,1
"3634",2,1,1,8,3,2
"3635",2,1,2,8,3,1
"3636",2,1,2,9,2,7
"3637",2,2,1,8,1,5
"3638",2,2,1,10,2,5
"3639",2,3,2,4,2,4
"3640",2,2,2,7,2,1
"3641",2,3,2,4,3,2
"3642",2,3,2,4,2,7
"3643",2,2,2,7,3,4
"3644",2,1,2,8,1,2
"3645",2,2,1,3,1,5
"3646",2,1,1,8,1,6
"3647",2,1,1,10,1,6
"3648",2,2,2,7,1,5
"3649",2,2,2,10,1,3
"3650",2,2,2,8,1,NA
"3651",2,2,2,8,2,6
"3652",2,2,1,6,3,1
"3653",2,2,1,5,3,3
"3654",2,1,2,10,1,7
"3655",2,3,2,5,1,6
"3656",2,3,2,8,1,9
"3657",2,1,1,4,1,9
"3658",2,2,2,6,1,9
"3659",2,3,1,3,1,9
"3660",2,1,2,3,2,9
"3661",2,2,2,7,2,5
"3662",2,3,1,7,2,6
"3663",2,1,2,6,1,7
"3664",2,1,2,9,1,7
"3665",2,2,2,7,2,6
"3666",2,1,2,7,1,4
"3667",2,1,2,10,3,6
"3668",2,NA,2,7,2,6
"3669",2,2,2,8,1,4
"3670",2,NA,2,6,2,5
"3671",2,2,2,7,2,5
"3672",2,1,2,9,2,3
"3673",2,2,1,7,1,5
"3674",2,3,2,9,2,5
"3675",2,3,2,5,3,5
"3676",2,1,2,5,4,2
"3677",2,2,1,8,1,3
"3678",2,1,1,9,1,7
"3679",2,2,1,7,1,7
"3680",2,1,1,8,2,6
"3681",2,2,1,8,1,3
"3682",2,2,1,8,1,6
"3683",2,1,1,5,2,NA
"3684",2,1,1,8,2,NA
"3685",2,2,1,6,2,NA
"3686",2,1,1,9,1,NA
"3687",2,1,1,7,2,2
"3688",2,1,2,7,3,2
"3689",2,2,1,6,2,5
"3690",2,1,1,6,1,1
"3691",2,2,1,5,2,NA
"3692",2,1,2,8,1,4
"3693",2,NA,2,3,1,3
"3694",2,2,2,8,1,7
"3695",2,2,2,6,2,6
"3696",2,2,2,10,4,5
"3697",2,1,1,8,2,9
"3698",2,1,2,8,1,6
"3699",2,1,2,10,1,4
"3700",2,2,1,8,2,1
"3701",2,2,1,5,2,3
"3702",2,1,1,5,2,2
"3703",2,3,1,10,4,2
"3704",2,2,2,1,3,4
"3705",2,2,2,1,3,2
"3706",2,4,2,1,3,NA
"3707",2,NA,2,8,1,7
"3708",2,4,2,10,3,3
"3709",2,4,2,9,2,6
"3710",2,2,2,8,1,4
"3711",2,2,2,7,2,3
"3712",2,2,2,9,1,3
"3713",2,1,1,10,2,6
"3714",2,1,2,2,4,1
"3715",2,4,1,6,2,7
"3716",2,2,2,9,1,6
"3717",2,1,1,7,1,6
"3718",2,2,1,8,2,5
"3719",2,2,2,7,5,1
"3720",2,1,2,10,2,5
"3721",2,1,1,8,1,4
"3722",2,2,1,7,3,1
"3723",2,2,2,8,2,7
"3724",2,1,1,7,1,1
"3725",2,1,1,8,1,7
"3726",2,2,1,6,2,NA
"3727",2,2,1,5,3,5
"3728",2,3,2,7,2,7
"3729",2,2,2,7,1,2
"3730",2,2,2,10,2,NA
"3731",2,1,1,10,1,4
"3732",2,1,1,9,3,1
"3733",2,1,2,8,1,5
"3734",2,1,1,10,1,4
"3735",2,2,1,1,1,5
"3736",2,1,2,8,1,8
"3737",2,2,2,6,1,6
"3738",2,2,1,9,2,5
"3739",2,1,1,10,1,4
"3740",2,1,1,9,2,2
"3741",2,1,1,10,1,2
"3742",2,1,1,7,2,4
"3743",2,2,2,8,2,1
"3744",2,2,2,8,1,5
"3745",2,1,2,10,3,1
"3746",2,2,2,8,2,7
"3747",2,1,1,9,3,2
"3748",2,2,2,9,1,6
"3749",2,1,1,5,1,6
"3750",2,2,2,6,2,7
"3751",2,1,1,10,1,5
"3752",2,1,1,8,2,5
"3753",2,2,2,7,1,6
"3754",2,1,2,8,1,5
"3755",2,2,1,5,2,7
"3756",2,1,1,7,2,6
"3757",2,2,1,7,1,4
"3758",2,3,1,8,1,7
"3759",2,1,2,8,1,6
"3760",2,2,1,7,2,4
"3761",2,1,2,8,1,4
"3762",2,1,2,8,1,7
"3763",2,1,1,10,3,3
"3764",2,1,2,10,1,4
"3765",2,2,1,8,1,5
"3766",2,4,2,9,1,7
"3767",2,1,2,10,2,3
"3768",2,3,2,5,3,2
"3769",2,1,2,9,2,3
"3770",2,3,1,8,1,6
"3771",2,1,1,10,4,7
"3772",2,1,1,10,1,5
"3773",2,1,1,5,3,3
"3774",2,1,1,8,1,6
"3775",2,1,1,9,2,3
"3776",2,2,1,10,2,2
"3777",2,2,2,8,1,2
"3778",2,2,1,6,2,2
"3779",2,2,1,5,2,7
"3780",2,2,1,5,1,2
"3781",2,3,1,7,2,2
"3782",2,2,1,6,2,5
"3783",2,2,2,6,1,6
"3784",2,2,1,8,2,5
"3785",2,1,2,8,2,5
"3786",2,3,2,9,2,4
"3787",2,2,2,6,2,5
"3788",2,2,1,8,1,7
"3789",2,1,2,9,1,6
"3790",2,2,2,9,2,2
"3791",2,2,2,9,1,6
"3792",2,2,2,3,1,6
"3793",2,2,2,7,2,7
"3794",2,1,1,10,1,7
"3795",2,2,2,9,2,4
"3796",2,1,2,7,2,5
"3797",2,2,1,9,2,6
"3798",2,2,1,10,1,4
"3799",2,2,2,7,2,4
"3800",2,1,1,8,1,5
"3801",2,2,1,7,2,6
"3802",2,2,1,9,1,7
"3803",2,2,2,7,3,3
"3804",2,1,1,8,1,1
"3805",2,2,2,5,2,2
"3806",2,2,2,5,3,2
"3807",2,1,1,6,2,1
"3808",2,2,1,6,2,4
"3809",2,2,1,9,3,4
"3810",2,1,1,8,1,5
"3811",2,1,2,10,1,4
"3812",2,2,1,3,5,3
"3813",2,2,1,8,2,4
"3814",2,3,1,10,1,4
"3815",2,3,2,6,1,3
"3816",2,2,2,7,1,5
"3817",2,2,1,10,3,4
"3818",2,1,1,8,1,5
"3819",2,3,1,8,3,2
"3820",2,2,1,8,2,6
"3821",2,3,2,4,3,NA
"3822",2,1,1,10,2,NA
"3823",2,1,1,8,1,NA
"3824",2,2,1,8,3,1
"3825",2,2,2,5,2,1
"3826",2,2,1,8,2,2
"3827",2,1,1,9,2,3
"3828",2,1,1,8,2,3
"3829",2,1,1,9,2,6
"3830",2,2,1,8,2,2
"3831",2,1,1,10,1,6
"3832",2,2,2,8,3,4
"3833",2,2,2,8,1,1
"3834",2,3,1,7,4,5
"3835",2,3,2,4,5,2
"3836",2,2,2,7,2,5
"3837",2,2,1,8,1,5
"3838",2,2,1,7,2,5
"3839",2,2,2,9,2,6
"3840",2,1,2,9,3,NA
"3841",2,1,1,8,2,5
"3842",2,2,2,8,1,5
"3843",2,2,1,8,2,5
"3844",2,3,1,9,1,7
"3845",2,1,1,8,1,7
"3846",2,2,1,NA,3,1
"3847",2,1,1,3,1,4
"3848",2,1,1,4,2,NA
"3849",2,4,2,3,1,3
"3850",2,2,2,2,3,2
"3851",2,2,1,2,2,3
"3852",2,3,1,7,2,5
"3853",2,NA,2,6,4,NA
"3854",2,NA,2,5,1,4
"3855",2,2,1,10,2,7
"3856",2,1,1,10,1,6
"3857",2,1,2,8,3,4
"3858",2,2,1,4,4,1
"3859",2,2,2,8,3,3
"3860",2,3,2,7,1,2
"3861",2,NA,2,8,3,5
"3862",2,1,1,9,3,5
"3863",2,1,2,4,4,5
"3864",2,2,1,7,2,5
"3865",2,1,2,8,3,4
"3866",2,1,2,7,2,7
"3867",2,2,2,9,3,7
"3868",2,3,2,9,1,7
"3869",2,1,2,10,1,7
"3870",2,2,2,9,3,6
"3871",2,NA,2,4,2,5
"3872",2,4,2,8,2,4
"3873",2,1,1,10,1,6
"3874",2,1,1,8,3,7
"3875",2,2,2,10,1,7
"3876",2,1,1,9,3,4
"3877",2,2,2,9,2,6
"3878",2,1,2,9,2,4
"3879",2,1,1,7,3,4
"3880",2,1,1,10,2,2
"3881",2,3,1,9,3,4
"3882",2,2,1,8,1,7
"3883",2,1,1,9,2,1
"3884",2,2,1,10,3,6
"3885",2,2,1,7,3,2
"3886",2,NA,1,7,1,8
"3887",2,2,2,10,1,7
"3888",2,3,2,9,1,7
"3889",2,2,2,8,1,5
"3890",2,1,2,10,1,7
"3891",2,1,1,10,2,5
"3892",2,1,2,8,1,3
"3893",2,2,2,6,1,6
"3894",2,2,1,5,1,5
"3895",2,1,1,10,1,6
"3896",2,3,2,8,1,7
"3897",2,4,2,7,2,5
"3898",2,2,2,7,1,5
"3899",2,3,1,6,1,3
"3900",2,1,2,10,2,2
"3901",2,1,2,10,2,7
"3902",2,NA,1,5,2,4
"3903",2,2,2,9,2,7
"3904",2,1,2,10,1,4
"3905",2,3,2,6,3,2
"3906",2,NA,1,8,2,6
"3907",2,2,2,8,2,7
"3908",2,2,1,8,1,5
"3909",2,1,1,10,1,1
"3910",2,2,1,7,1,7
"3911",2,1,1,9,2,7
"3912",2,1,1,7,2,NA
"3913",2,1,2,10,3,1
"3914",2,1,2,9,1,4
"3915",2,2,2,8,3,2
"3916",2,2,1,8,3,4
"3917",2,2,2,9,3,5
"3918",2,1,1,6,1,5
"3919",2,1,1,7,2,5
"3920",2,2,1,7,1,5
"3921",2,1,1,8,2,5
"3922",2,1,1,9,1,5
"3923",2,2,1,7,2,4
"3924",2,2,1,9,1,4
"3925",2,2,1,9,2,1
"3926",2,3,2,9,1,NA
"3927",2,2,2,8,2,7
"3928",2,1,2,9,2,4
"3929",2,1,2,10,1,4
"3930",2,3,2,10,5,3
"3931",2,2,2,6,3,4
"3932",2,2,2,10,1,5
"3933",2,2,2,4,5,2
"3934",2,2,2,7,1,6
"3935",2,1,2,4,3,6
"3936",2,1,2,7,1,7
"3937",2,2,1,9,1,5
"3938",2,1,1,8,2,4
"3939",2,1,2,9,2,8
"3940",2,2,2,6,2,8
"3941",2,1,1,6,1,5
"3942",2,2,2,5,1,4
"3943",2,3,2,7,2,5
"3944",2,1,2,10,2,5
"3945",2,1,1,5,3,3
"3946",2,1,1,8,1,7
"3947",2,2,2,1,2,4
"3948",2,2,1,6,2,2
"3949",2,2,2,8,2,4
"3950",2,1,2,6,2,4
"3951",2,2,2,8,2,4
"3952",2,2,1,7,1,4
"3953",2,2,2,6,2,2
"3954",2,2,1,6,1,4
"3955",2,2,2,5,4,3
"3956",2,1,1,4,2,7
"3957",2,3,1,5,2,4
"3958",2,2,1,10,1,10
"3959",2,1,2,1,4,2
"3960",2,2,2,8,2,2
"3961",2,2,1,8,1,4
"3962",2,2,2,7,1,3
"3963",2,1,1,8,2,6
"3964",2,2,2,9,2,1
"3965",2,1,2,10,2,6
"3966",2,1,1,9,1,4
"3967",2,3,1,6,2,3
"3968",2,2,1,8,1,6
"3969",2,2,1,5,2,3
"3970",2,2,2,7,2,4
"3971",2,2,2,9,1,6
"3972",2,2,2,8,2,NA
"3973",2,3,2,8,2,NA
"3974",2,1,2,10,4,NA
"3975",2,1,2,8,2,4
"3976",2,2,1,5,4,1
"3977",2,1,2,9,2,3
"3978",2,1,1,9,1,5
"3979",2,NA,2,6,2,NA
"3980",2,2,1,8,3,NA
"3981",2,2,1,10,2,5
"3982",2,2,2,7,1,2
"3983",2,1,2,9,2,3
"3984",2,1,1,9,1,7
"3985",2,2,2,8,3,2
"3986",2,2,2,6,2,3
"3987",2,1,2,9,2,6
"3988",2,1,1,10,1,5
"3989",2,2,2,4,2,6
"3990",2,1,1,10,2,4
"3991",2,2,1,5,3,7
"3992",2,1,1,7,1,4
"3993",2,3,2,9,4,1
"3994",2,1,1,10,4,3
"3995",2,2,2,8,4,1
"3996",2,2,1,3,2,4
"3997",2,1,1,8,1,6
"3998",2,2,2,10,3,6
"3999",2,1,1,9,1,6
"4000",2,1,1,9,1,5
"4001",2,2,1,9,2,4
"4002",2,2,1,3,2,5
"4003",2,2,1,2,1,4
"4004",2,1,2,10,1,7
"4005",2,3,1,3,2,1
"4006",2,2,1,7,1,7
"4007",2,2,2,8,2,1
"4008",2,1,1,8,1,7
"4009",2,2,1,7,2,6
"4010",2,1,1,10,1,1
"4011",2,1,2,9,1,7
"4012",2,2,1,9,1,7
"4013",2,2,1,7,2,6
"4014",2,2,2,9,3,6
"4015",2,2,1,9,1,6
"4016",2,3,1,8,3,5
"4017",2,2,2,8,1,2
"4018",2,1,2,9,1,5
"4019",2,1,2,8,1,1
"4020",2,2,2,4,1,6
"4021",2,2,2,4,3,7
"4022",2,3,1,10,1,2
"4023",2,1,2,8,1,1
"4024",2,2,2,9,1,6
"4025",2,4,2,2,3,7
"4026",2,1,2,9,4,10
"4027",2,2,1,6,2,1
"4028",2,3,2,8,1,1
"4029",2,3,2,5,3,1
"4030",2,1,1,9,2,2
"4031",2,2,1,6,2,4
"4032",2,3,2,10,2,1
"4033",2,1,1,8,2,1
"4034",2,2,2,8,3,1
"4035",2,2,2,3,2,1
"4036",2,1,1,NA,1,1
"4037",2,1,2,10,1,1
"4038",2,2,2,1,2,6
"4039",2,2,2,5,1,6
"4040",2,1,1,10,1,4
"4041",2,2,1,5,2,4
"4042",2,2,1,9,2,5
"4043",2,3,2,8,2,6
"4044",2,4,2,5,1,5
"4045",2,3,1,4,1,6
"4046",2,3,2,10,2,6
"4047",2,3,2,10,1,5
"4048",2,2,1,6,2,3
"4049",2,2,2,6,1,7
"4050",2,1,1,7,2,2
"4051",2,1,1,8,1,4
"4052",2,2,2,7,2,6
"4053",2,2,1,10,3,1
"4054",2,NA,2,7,3,5
"4055",2,2,2,9,4,5
"4056",2,1,2,3,3,3
"4057",2,2,2,7,3,NA
"4058",2,2,2,4,2,2
"4059",2,2,2,7,2,7
"4060",2,2,2,4,2,NA
"4061",2,2,2,5,2,1
"4062",2,2,2,3,5,2
"4063",2,2,2,7,1,2
"4064",2,1,2,7,2,2
"4065",2,2,2,9,1,8
"4066",2,2,2,9,1,NA
"4067",2,2,2,7,2,5
"4068",2,2,2,9,2,7
"4069",2,2,2,8,1,6
"4070",2,1,2,8,2,5
"4071",2,1,1,4,1,6
"4072",2,1,2,8,1,5
"4073",2,3,2,6,2,4
"4074",2,1,2,8,1,3
"4075",2,1,1,8,1,7
"4076",2,2,1,8,2,5
"4077",2,1,1,7,1,1
"4078",2,2,1,8,1,NA
"4079",2,2,1,7,3,NA
"4080",2,1,2,9,2,NA
"4081",2,2,1,8,1,NA
"4082",2,1,1,4,2,2
"4083",2,3,2,4,2,4
"4084",2,2,1,7,1,5
"4085",2,2,2,6,3,3
"4086",2,1,2,8,2,4
"4087",2,1,2,5,1,6
"4088",2,2,2,10,2,1
