"","wave","Q288","Q252"
"4245",6,5,2
"4246",6,6,3
"4247",6,8,2
"4248",6,6,4
"4249",6,4,3
"4250",6,5,3
"4251",6,4,3
"4252",6,4,3
"4253",6,3,2
"4254",6,7,4
"4255",6,7,2
"4256",6,1,4
"4257",6,6,3
"4258",6,NA,3
"4259",6,9,2
"4260",6,6,3
"4261",6,6,3
"4262",6,7,3
"4263",6,7,3
"4264",6,7,3
"4265",6,8,3
"4266",6,2,4
"4267",6,2,4
"4268",6,8,3
"4269",6,6,2
"4270",6,6,3
"4271",6,3,3
"4272",6,8,3
"4273",6,5,3
"4274",6,6,2
"4275",6,10,2
"4276",6,6,4
"4277",6,6,3
"4278",6,1,4
"4279",6,4,3
"4280",6,3,3
"4281",6,5,3
"4282",6,3,3
"4283",6,6,3
"4284",6,7,3
"4285",6,2,3
"4286",6,5,3
"4287",6,6,3
"4288",6,6,3
"4289",6,5,3
"4290",6,5,3
"4291",6,5,3
"4292",6,8,3
"4293",6,6,4
"4294",6,4,3
"4295",6,7,2
"4296",6,7,4
"4297",6,NA,NA
"4298",6,8,2
"4299",6,5,4
"4300",6,6,2
"4301",6,2,2
"4302",6,5,2
"4303",6,6,3
"4304",6,8,1
"4305",6,5,3
"4306",6,7,2
"4307",6,5,4
"4308",6,2,3
"4309",6,5,3
"4310",6,10,1
"4311",6,3,4
"4312",6,4,4
"4313",6,4,3
"4314",6,5,4
"4315",6,8,3
"4316",6,5,3
"4317",6,6,3
"4318",6,6,3
"4319",6,7,3
"4320",6,7,3
"4321",6,7,3
"4322",6,8,3
"4323",6,6,3
"4324",6,8,2
"4325",6,9,2
"4326",6,4,4
"4327",6,4,2
"4328",6,7,4
"4329",6,5,4
"4330",6,8,2
"4331",6,5,2
"4332",6,6,3
"4333",6,7,2
"4334",6,5,1
"4335",6,5,3
"4336",6,4,3
"4337",6,5,2
"4338",6,5,2
"4339",6,5,4
"4340",6,5,3
"4341",6,4,3
"4342",6,3,3
"4343",6,7,4
"4344",6,4,2
"4345",6,5,3
"4346",6,6,3
"4347",6,9,4
"4348",6,5,3
"4349",6,NA,NA
"4350",6,5,4
"4351",6,NA,1
"4352",6,5,3
"4353",6,8,2
"4354",6,4,1
"4355",6,3,2
"4356",6,3,3
"4357",6,6,4
"4358",6,5,3
"4359",6,5,3
"4360",6,6,3
"4361",6,5,3
"4362",6,7,2
"4363",6,5,3
"4364",6,2,4
"4365",6,6,2
"4366",6,6,3
"4367",6,6,3
"4368",6,6,4
"4369",6,5,2
"4370",6,4,2
"4371",6,6,2
"4372",6,6,3
"4373",6,6,3
"4374",6,7,2
"4375",6,NA,3
"4376",6,8,2
"4377",6,NA,3
"4378",6,8,2
"4379",6,5,2
"4380",6,6,2
"4381",6,5,3
"4382",6,6,3
"4383",6,8,2
"4384",6,5,2
"4385",6,5,3
"4386",6,6,4
"4387",6,6,3
"4388",6,7,3
"4389",6,8,3
"4390",6,1,1
"4391",6,7,3
"4392",6,6,3
"4393",6,6,2
"4394",6,6,3
"4395",6,6,4
"4396",6,4,1
"4397",6,4,2
"4398",6,7,3
"4399",6,3,3
"4400",6,5,3
"4401",6,6,3
"4402",6,7,3
"4403",6,5,3
"4404",6,6,3
"4405",6,6,3
"4406",6,1,4
"4407",6,3,3
"4408",6,4,3
"4409",6,5,3
"4410",6,3,3
"4411",6,8,3
"4412",6,3,2
"4413",6,4,3
"4414",6,4,3
"4415",6,5,3
"4416",6,5,3
"4417",6,8,2
"4418",6,5,3
"4419",6,6,3
"4420",6,7,2
"4421",6,8,2
"4422",6,4,3
"4423",6,4,3
"4424",6,6,3
"4425",6,6,3
"4426",6,6,3
"4427",6,5,3
"4428",6,3,3
"4429",6,8,3
"4430",6,1,3
"4431",6,5,2
"4432",6,7,2
"4433",6,8,4
"4434",6,6,3
"4435",6,7,2
"4436",6,5,3
"4437",6,7,2
"4438",6,7,2
"4439",6,6,4
"4440",6,5,2
"4441",6,4,2
"4442",6,7,3
"4443",6,5,3
"4444",6,4,3
"4445",6,6,3
"4446",6,5,3
"4447",6,5,3
"4448",6,NA,2
"4449",6,5,2
"4450",6,4,2
"4451",6,4,3
"4452",6,NA,2
"4453",6,3,3
"4454",6,6,4
"4455",6,6,2
"4456",6,6,3
"4457",6,8,3
"4458",6,3,NA
"4459",6,6,4
"4460",6,6,4
"4461",6,6,2
"4462",6,3,3
"4463",6,8,3
"4464",6,3,1
"4465",6,8,3
"4466",6,4,3
"4467",6,7,3
"4468",6,4,3
"4469",6,5,2
"4470",6,3,3
"4471",6,5,3
"4472",6,4,2
"4473",6,6,2
"4474",6,NA,NA
"4475",6,1,2
"4476",6,6,3
"4477",6,1,3
"4478",6,3,2
"4479",6,8,3
"4480",6,8,3
"4481",6,5,2
"4482",6,4,4
"4483",6,3,3
"4484",6,6,2
"4485",6,3,4
"4486",6,2,2
"4487",6,3,4
"4488",6,1,1
"4489",6,3,3
"4490",6,6,3
"4491",6,3,3
"4492",6,8,3
"4493",6,6,3
"4494",6,7,2
"4495",6,7,3
"4496",6,5,3
"4497",6,4,3
"4498",6,6,3
"4499",6,4,1
"4500",6,7,3
"4501",6,6,4
"4502",6,2,2
"4503",6,5,3
"4504",6,5,3
"4505",6,6,3
"4506",6,7,3
"4507",6,7,3
"4508",6,8,2
"4509",6,6,3
"4510",6,5,4
"4511",6,1,2
"4512",6,6,2
"4513",6,3,3
"4514",6,5,3
"4515",6,6,2
"4516",6,4,2
"4517",6,10,2
"4518",6,4,3
"4519",6,8,3
"4520",6,4,3
"4521",6,6,2
"4522",6,5,3
"4523",6,4,3
"4524",6,6,3
"4525",6,4,3
"4526",6,4,4
"4527",6,6,3
"4528",6,7,2
"4529",6,6,3
"4530",6,5,3
"4531",6,5,4
"4532",6,5,3
"4533",6,5,3
"4534",6,7,3
"4535",6,4,4
"4536",6,4,4
"4537",6,9,3
"4538",6,3,3
"4539",6,5,3
"4540",6,8,3
"4541",6,2,4
"4542",6,4,4
"4543",6,5,2
"4544",6,5,2
"4545",6,6,3
"4546",6,5,3
"4547",6,2,4
"4548",6,7,3
"4549",6,1,3
"4550",6,4,2
"4551",6,2,3
"4552",6,8,3
"4553",6,6,2
"4554",6,6,3
"4555",6,7,4
"4556",6,8,3
"4557",6,6,3
"4558",6,8,2
"4559",6,7,3
"4560",6,4,3
"4561",6,4,3
"4562",6,8,3
"4563",6,4,4
"4564",6,6,2
"4565",6,3,3
"4566",6,5,3
"4567",6,7,4
"4568",6,7,3
"4569",6,5,1
"4570",6,3,4
"4571",6,5,2
"4572",6,7,2
"4573",6,9,2
"4574",6,3,3
"4575",6,6,3
"4576",6,1,3
"4577",6,5,3
"4578",6,2,2
"4579",6,5,1
"4580",6,6,3
"4581",6,6,4
"4582",6,6,3
"4583",6,7,3
"4584",6,4,3
"4585",6,7,1
"4586",6,7,3
"4587",6,9,3
"4588",6,5,3
"4589",6,7,3
"4590",6,6,3
"4591",6,4,3
"4592",6,5,3
"4593",6,5,3
"4594",6,7,4
"4595",6,6,3
"4596",6,3,4
"4597",6,7,3
"4598",6,5,3
"4599",6,8,1
"4600",6,6,3
"4601",6,7,3
"4602",6,7,2
"4603",6,8,3
"4604",6,4,4
"4605",6,8,3
"4606",6,3,3
"4607",6,6,2
"4608",6,7,4
"4609",6,4,3
"4610",6,6,3
"4611",6,4,4
"4612",6,5,3
"4613",6,3,4
"4614",6,6,3
"4615",6,4,4
"4616",6,3,3
"4617",6,3,3
"4618",6,3,2
"4619",6,5,3
"4620",6,2,3
"4621",6,5,3
"4622",6,5,2
"4623",6,5,3
"4624",6,8,4
"4625",6,8,3
"4626",6,7,4
"4627",6,6,3
"4628",6,7,3
"4629",6,6,3
"4630",6,6,3
"4631",6,7,3
"4632",6,4,3
"4633",6,7,3
"4634",6,3,2
"4635",6,7,2
"4636",6,6,3
"4637",6,4,2
"4638",6,8,3
"4639",6,2,4
"4640",6,6,3
"4641",6,5,3
"4642",6,2,3
"4643",6,4,3
"4644",6,6,3
"4645",6,5,3
"4646",6,3,3
"4647",6,5,3
"4648",6,5,2
"4649",6,6,1
"4650",6,5,3
"4651",6,5,2
"4652",6,NA,NA
"4653",6,3,4
"4654",6,8,3
"4655",6,9,3
"4656",6,5,3
"4657",6,7,3
"4658",6,4,3
"4659",6,7,2
"4660",6,7,3
"4661",6,6,2
"4662",6,5,3
"4663",6,5,3
"4664",6,5,2
"4665",6,4,3
"4666",6,1,3
"4667",6,8,2
"4668",6,7,4
"4669",6,2,2
"4670",6,8,3
"4671",6,5,2
"4672",6,5,3
"4673",6,3,2
"4674",6,7,3
"4675",6,3,4
"4676",6,6,1
"4677",6,1,4
"4678",6,4,3
"4679",6,6,3
"4680",6,5,3
"4681",6,4,3
"4682",6,6,4
"4683",6,9,1
"4684",6,6,3
"4685",6,4,2
"4686",6,3,3
"4687",6,5,2
"4688",6,3,NA
"4689",6,4,2
"4690",6,6,2
"4691",6,7,3
"4692",6,7,1
"4693",6,6,3
"4694",6,3,4
"4695",6,6,3
"4696",6,1,2
"4697",6,4,3
"4698",6,5,4
"4699",6,6,2
"4700",6,6,4
"4701",6,1,3
"4702",6,7,4
"4703",6,5,3
"4704",6,7,3
"4705",6,6,2
"4706",6,7,3
"4707",6,3,3
"4708",6,9,4
"4709",6,5,3
"4710",6,7,3
"4711",6,7,2
"4712",6,4,2
"4713",6,6,3
"4714",6,4,4
"4715",6,7,3
"4716",6,4,2
"4717",6,4,2
"4718",6,7,4
"4719",6,3,3
"4720",6,8,2
"4721",6,2,3
"4722",6,7,3
"4723",6,4,3
"4724",6,9,3
"4725",6,6,2
"4726",6,1,3
"4727",6,3,2
"4728",6,7,2
"4729",6,6,3
"4730",6,3,4
"4731",6,3,2
"4732",6,4,2
"4733",6,6,3
"4734",6,6,2
"4735",6,8,3
"4736",6,4,2
"4737",6,7,3
"4738",6,6,3
"4739",6,6,1
"4740",6,6,3
"4741",6,5,3
"4742",6,5,3
"4743",6,3,2
"4744",6,5,3
"4745",6,3,3
"4746",6,8,2
"4747",6,7,3
"4748",6,NA,NA
"4749",6,5,4
"4750",6,4,3
"4751",6,NA,3
"4752",6,6,2
"4753",6,8,3
"4754",6,6,3
"4755",6,3,3
"4756",6,7,3
"4757",6,1,4
"4758",6,6,4
"4759",6,7,3
"4760",6,5,3
"4761",6,6,3
"4762",6,8,3
"4763",6,4,3
"4764",6,7,3
"4765",6,5,3
"4766",6,4,1
"4767",6,7,3
"4768",6,5,3
"4769",6,6,3
"4770",6,3,2
"4771",6,5,3
"4772",6,6,3
"4773",6,6,2
"4774",6,8,3
"4775",6,3,3
"4776",6,7,3
"4777",6,2,3
"4778",6,4,3
"4779",6,4,1
"4780",6,6,3
"4781",6,8,3
"4782",6,3,4
"4783",6,3,4
"4784",6,6,3
"4785",6,7,3
"4786",6,7,3
"4787",6,5,2
"4788",6,5,2
"4789",6,1,4
"4790",6,6,2
"4791",6,5,3
"4792",6,4,3
"4793",6,6,2
"4794",6,2,3
"4795",6,4,3
"4796",6,5,4
"4797",6,6,3
"4798",6,4,3
"4799",6,8,2
"4800",6,6,3
"4801",6,3,1
"4802",6,2,2
"4803",6,5,3
"4804",6,6,3
"4805",6,5,3
"4806",6,4,2
"4807",6,4,3
"4808",6,4,3
"4809",6,6,2
"4810",6,2,2
"4811",6,5,NA
"4812",6,10,2
"4813",6,7,2
"4814",6,6,3
"4815",6,7,3
"4816",6,3,3
"4817",6,4,2
"4818",6,6,2
"4819",6,6,3
"4820",6,5,3
"4821",6,4,2
"4822",6,9,4
"4823",6,6,3
"4824",6,6,3
"4825",6,5,3
"4826",6,4,4
"4827",6,6,3
"4828",6,7,2
"4829",6,9,3
"4830",6,5,2
"4831",6,4,3
"4832",6,7,3
"4833",6,7,2
"4834",6,6,3
"4835",6,4,3
"4836",6,7,2
"4837",6,6,3
"4838",6,5,2
"4839",6,7,4
"4840",6,9,2
"4841",6,5,3
"4842",6,7,1
"4843",6,6,1
"4844",6,5,4
"4845",6,4,4
"4846",6,7,3
"4847",6,7,3
"4848",6,7,3
"4849",6,NA,3
"4850",6,3,3
"4851",6,6,2
"4852",6,5,3
"4853",6,7,3
"4854",6,4,2
"4855",6,2,3
"4856",6,4,3
"4857",6,4,2
"4858",6,5,3
"4859",6,3,2
"4860",6,7,1
"4861",6,6,3
"4862",6,5,3
"4863",6,3,2
"4864",6,9,3
"4865",6,6,4
"4866",6,6,2
"4867",6,8,4
"4868",6,2,4
"4869",6,6,3
"4870",6,5,3
"4871",6,5,2
"4872",6,5,3
"4873",6,3,3
"4874",6,7,4
"4875",6,7,3
"4876",6,4,3
"4877",6,7,2
"4878",6,7,3
"4879",6,8,2
"4880",6,5,3
"4881",6,4,2
"4882",6,5,3
"4883",6,7,3
"4884",6,3,3
"4885",6,5,3
"4886",6,NA,2
"4887",6,4,3
"4888",6,5,3
"4889",6,6,3
"4890",6,7,3
"4891",6,7,4
"4892",6,5,3
"4893",6,5,2
"4894",6,5,2
"4895",6,7,4
"4896",6,2,3
"4897",6,8,2
"4898",6,5,3
"4899",6,4,3
"4900",6,7,3
"4901",6,8,1
"4902",6,5,2
"4903",6,6,3
"4904",6,8,2
"4905",6,5,2
"4906",6,7,3
"4907",6,4,2
"4908",6,4,2
"4909",6,5,3
"4910",6,2,3
"4911",6,5,2
"4912",6,2,4
"4913",6,5,4
"4914",6,2,2
"4915",6,3,3
"4916",6,3,3
"4917",6,3,2
"4918",6,NA,4
"4919",6,9,2
"4920",6,7,3
"4921",6,8,2
"4922",6,8,2
"4923",6,7,2
"4924",6,3,4
"4925",6,2,2
"4926",6,5,3
"4927",6,4,2
"4928",6,7,1
"4929",6,5,3
"4930",6,3,3
"4931",6,7,3
"4932",6,6,2
"4933",6,2,4
"4934",6,6,4
"4935",6,5,3
"4936",6,1,2
"4937",6,4,3
"4938",6,5,2
"4939",6,4,3
"4940",6,6,3
"4941",6,9,3
"4942",6,7,2
"4943",6,1,3
"4944",6,3,3
"4945",6,5,3
"4946",6,3,3
"4947",6,2,2
"4948",6,6,2
"4949",6,4,NA
"4950",6,6,2
"4951",6,5,3
"4952",6,6,3
"4953",6,4,2
"4954",6,6,3
"4955",6,7,3
"4956",6,8,3
"4957",6,5,4
"4958",6,1,3
"4959",6,6,2
"4960",6,7,3
"4961",6,3,3
"4962",6,4,3
"4963",6,6,3
"4964",6,5,3
"4965",6,6,3
"4966",6,5,4
"4967",6,NA,2
"4968",6,3,3
"4969",6,4,2
"4970",6,7,2
"4971",6,5,3
"4972",6,2,3
"4973",6,8,2
"4974",6,5,3
"4975",6,6,3
"4976",6,4,3
"4977",6,5,3
"4978",6,6,4
"4979",6,4,3
"4980",6,6,2
"4981",6,7,3
"4982",6,8,2
"4983",6,7,3
"4984",6,NA,3
"4985",6,6,3
"4986",6,6,3
"4987",6,7,2
"4988",6,6,3
"4989",6,6,2
"4990",6,6,3
"4991",6,7,NA
"4992",6,6,3
"4993",6,7,3
"4994",6,5,2
"4995",6,8,3
"4996",6,7,4
"4997",6,5,2
"4998",6,4,3
"4999",6,4,3
"5000",6,5,2
"5001",6,NA,2
"5002",6,4,2
"5003",6,7,2
"5004",6,5,3
"5005",6,5,3
"5006",6,8,3
"5007",6,5,2
"5008",6,5,3
"5009",6,3,3
"5010",6,3,3
"5011",6,3,2
"5012",6,NA,1
"5013",6,7,3
"5014",6,6,3
"5015",6,5,2
"5016",6,4,4
"5017",6,7,3
"5018",6,7,3
"5019",6,4,3
"5020",6,2,2
"5021",6,5,2
"5022",6,8,2
"5023",6,3,2
"5024",6,4,3
"5025",6,5,NA
"5026",6,3,3
"5027",6,5,2
"5028",6,4,3
"5029",6,6,2
"5030",6,6,3
"5031",6,3,3
"5032",6,7,3
"5033",6,3,2
"5034",6,4,4
"5035",6,3,3
"5036",6,7,3
"5037",6,3,3
"5038",6,4,3
"5039",6,6,3
"5040",6,7,3
"5041",6,5,2
"5042",6,5,2
"5043",6,7,3
"5044",6,7,3
"5045",6,5,3
"5046",6,7,2
"5047",6,7,2
"5048",6,6,3
"5049",6,7,3
"5050",6,1,3
"5051",6,6,2
"5052",6,4,3
"5053",6,7,2
"5054",6,3,3
"5055",6,6,2
"5056",6,NA,NA
"5057",6,4,3
"5058",6,4,3
"5059",6,6,2
"5060",6,8,2
"5061",6,5,4
"5062",6,5,2
"5063",6,5,3
"5064",6,4,3
"5065",6,6,3
"5066",6,6,3
"5067",6,4,4
"5068",6,5,3
"5069",6,4,3
"5070",6,4,2
"5071",6,4,2
"5072",6,NA,NA
"5073",6,8,4
"5074",6,7,2
"5075",6,6,3
"5076",6,6,2
"5077",6,4,3
"5078",6,7,3
"5079",6,8,2
"5080",6,5,3
"5081",6,5,2
"5082",6,3,3
"5083",6,8,2
"5084",6,8,3
"5085",6,7,3
"5086",6,6,3
"5087",6,6,4
"5088",6,6,3
"5089",6,4,3
"5090",6,7,3
"5091",6,6,2
"5092",6,6,2
"5093",6,4,3
"5094",6,7,2
"5095",6,5,4
"5096",6,7,3
"5097",6,7,3
"5098",6,4,3
"5099",6,8,2
"5100",6,6,1
"5101",6,3,2
"5102",6,2,4
"5103",6,7,3
"5104",6,10,2
"5105",6,3,4
"5106",6,5,2
"5107",6,6,3
"5108",6,7,3
"5109",6,5,2
"5110",6,9,3
"5111",6,6,4
"5112",6,6,3
"5113",6,6,2
"5114",6,7,2
"5115",6,4,3
"5116",6,5,3
"5117",6,6,3
"5118",6,5,2
"5119",6,6,2
"5120",6,3,3
"5121",6,6,3
"5122",6,7,3
"5123",6,7,2
"5124",6,3,2
"5125",6,6,3
"5126",6,4,4
"5127",6,6,3
"5128",6,5,2
"5129",6,5,2
"5130",6,7,3
"5131",6,4,2
"5132",6,4,4
"5133",6,6,3
"5134",6,7,3
"5135",6,6,3
"5136",6,6,2
"5137",6,6,2
"5138",6,5,2
"5139",6,5,1
"5140",6,5,3
"5141",6,7,4
"5142",6,3,2
"5143",6,6,4
"5144",6,5,3
"5145",6,5,3
"5146",6,6,4
"5147",6,4,3
"5148",6,NA,3
"5149",6,5,2
"5150",6,4,3
"5151",6,4,3
"5152",6,6,2
"5153",6,3,3
"5154",6,4,3
"5155",6,3,3
"5156",6,NA,3
"5157",6,8,4
"5158",6,7,2
"5159",6,6,3
"5160",6,5,2
"5161",6,6,2
"5162",6,5,2
"5163",6,5,4
"5164",6,8,3
"5165",6,1,4
"5166",6,NA,NA
"5167",6,6,4
"5168",6,5,3
"5169",6,1,4
"5170",6,4,3
"5171",6,6,3
"5172",6,5,1
"5173",6,1,3
"5174",6,4,3
"5175",6,NA,3
"5176",6,3,3
"5177",6,6,3
"5178",6,1,3
"5179",6,4,2
"5180",6,7,1
"5181",6,2,3
"5182",6,5,4
"5183",6,2,2
"5184",6,8,2
"5185",6,5,3
"5186",6,5,4
"5187",6,1,2
"5188",6,6,2
"5189",6,6,4
"5190",6,4,2
"5191",6,4,1
"5192",6,7,3
"5193",6,8,3
"5194",6,3,4
"5195",6,4,2
"5196",6,2,3
"5197",6,6,3
"5198",6,6,1
"5199",6,10,4
"5200",6,1,3
"5201",6,8,2
"5202",6,9,4
"5203",6,7,3
"5204",6,6,3
"5205",6,5,3
"5206",6,3,3
"5207",6,6,4
"5208",6,7,2
"5209",6,5,4
"5210",6,2,4
"5211",6,4,3
"5212",6,7,3
"5213",6,5,2
"5214",6,5,3
"5215",6,1,2
"5216",6,5,3
"5217",6,7,3
"5218",6,6,4
"5219",6,4,1
"5220",6,5,2
"5221",6,2,2
"5222",6,6,3
"5223",6,5,2
"5224",6,6,4
"5225",6,5,3
"5226",6,5,2
"5227",6,3,2
"5228",6,7,2
"5229",6,2,3
"5230",6,5,2
"5231",6,1,1
"5232",6,2,2
"5233",6,2,2
"5234",6,6,3
"5235",6,3,2
"5236",6,3,3
"5237",6,7,3
"5238",6,5,3
"5239",6,NA,NA
"5240",6,4,3
"5241",6,8,4
"5242",6,4,3
"5243",6,3,3
"5244",6,4,3
"5245",6,6,3
"5246",6,7,4
"5247",6,4,2
"5248",6,1,NA
"5249",6,10,3
"5250",6,5,3
"5251",6,5,3
"5252",6,5,3
"5253",6,6,2
"5254",6,5,2
"5255",6,1,4
"5256",6,6,2
"5257",6,6,3
"5258",6,7,3
"5259",6,7,3
"5260",6,8,2
"5261",6,5,2
"5262",6,5,3
"5263",6,8,2
"5264",6,6,4
"5265",6,5,3
"5266",6,3,2
"5267",6,4,3
"5268",6,7,4
"5269",6,6,2
"5270",6,6,3
"5271",6,5,3
"5272",6,3,2
"5273",6,NA,NA
"5274",6,4,2
"5275",6,5,2
"5276",6,4,3
"5277",6,6,3
"5278",6,3,2
"5279",6,6,2
"5280",6,4,2
"5281",6,1,4
"5282",6,7,3
"5283",6,1,4
"5284",6,7,2
"5285",6,3,3
"5286",6,5,3
"5287",6,6,3
"5288",6,7,3
"5289",6,4,2
"5290",6,3,3
"5291",6,4,2
"5292",6,4,3
"5293",6,3,3
"5294",6,7,4
"5295",6,6,3
"5296",6,7,2
"5297",6,6,2
"5298",6,5,2
"5299",6,5,2
"5300",6,3,3
"5301",6,7,3
"5302",6,7,3
"5303",6,7,3
"5304",6,6,2
"5305",6,3,4
"5306",6,3,4
"5307",6,4,3
"5308",6,6,4
"5309",6,2,2
"5310",6,5,3
"5311",6,7,3
"5312",6,5,3
"5313",6,6,3
"5314",6,4,3
"5315",6,7,2
"5316",6,7,3
"5317",6,8,2
"5318",6,6,3
"5319",6,4,4
"5320",6,5,2
"5321",6,5,3
"5322",6,4,3
"5323",6,3,4
"5324",6,3,3
"5325",6,1,2
"5326",6,NA,NA
"5327",6,8,3
"5328",6,3,2
"5329",6,7,3
"5330",6,4,1
"5331",6,7,2
"5332",6,7,2
"5333",6,3,4
"5334",6,5,3
"5335",6,7,1
"5336",6,7,2
"5337",6,8,3
"5338",6,6,1
"5339",6,3,3
"5340",6,5,3
"5341",6,3,2
"5342",6,7,3
"5343",6,2,3
"5344",6,5,3
"5345",6,4,3
"5346",6,7,3
"5347",6,4,4
"5348",6,4,2
"5349",6,7,4
"5350",6,3,3
"5351",6,8,2
"5352",6,5,2
"5353",6,5,2
"5354",6,6,2
"5355",6,2,2
"5356",6,1,4
"5357",6,5,4
"5358",6,1,3
"5359",6,7,3
"5360",6,8,3
"5361",6,6,2
"5362",6,6,2
"5363",6,7,2
"5364",6,2,2
"5365",6,5,3
"5366",6,5,3
"5367",6,1,4
"5368",6,3,2
"5369",6,6,2
"5370",6,8,3
"5371",6,6,3
"5372",6,4,3
"5373",6,8,3
"5374",6,7,3
"5375",6,4,2
"5376",6,3,3
"5377",6,NA,2
"5378",6,5,3
"5379",6,7,4
"5380",6,7,2
"5381",6,3,4
"5382",6,5,3
"5383",6,5,4
"5384",6,5,2
"5385",6,4,3
"5386",6,3,2
"5387",6,8,3
"5388",6,6,3
"5389",6,3,2
"5390",6,6,4
"5391",6,3,2
"5392",6,7,3
"5393",6,7,2
"5394",6,5,3
"5395",6,5,3
"5396",6,10,2
"5397",6,6,2
"5398",6,4,3
"5399",6,8,3
"5400",6,2,3
"5401",6,3,4
"5402",6,6,3
"5403",6,4,3
"5404",6,1,4
"5405",6,1,4
"5406",6,7,2
"5407",6,7,3
"5408",6,8,3
"5409",6,6,3
"5410",6,5,3
"5411",6,7,3
"5412",6,2,2
"5413",6,6,3
"5414",6,10,2
"5415",6,5,2
"5416",6,2,3
"5417",6,7,2
"5418",6,6,2
"5419",6,NA,4
"5420",6,3,2
"5421",6,4,3
"5422",6,5,3
"5423",6,4,3
"5424",6,5,3
"5425",6,5,4
"5426",6,4,3
"5427",6,4,2
"5428",6,4,3
"5429",6,4,3
"5430",6,6,2
"5431",6,7,2
"5432",6,5,3
"5433",6,6,3
"5434",6,3,3
"5435",6,NA,NA
"5436",6,NA,NA
"5437",6,9,2
"5438",6,7,3
"5439",6,7,2
"5440",6,NA,3
"5441",6,1,2
"5442",6,7,3
"5443",6,5,1
"5444",6,2,3
"5445",6,4,2
"5446",6,5,3
"5447",6,5,2
"5448",6,4,3
"5449",6,6,2
"5450",6,5,3
"5451",6,4,2
"5452",6,4,2
"5453",6,3,3
"5454",6,5,3
"5455",6,8,3
"5456",6,5,3
"5457",6,2,2
"5458",6,6,1
"5459",6,10,1
"5460",6,6,3
"5461",6,8,3
"5462",6,7,2
"5463",6,5,3
"5464",6,8,3
"5465",6,6,4
"5466",6,5,4
"5467",6,1,3
"5468",6,3,3
"5469",6,5,2
"5470",6,3,3
"5471",6,7,3
"5472",6,4,3
"5473",6,6,3
"5474",6,5,3
"5475",6,5,4
"5476",6,4,3
"5477",6,6,4
"5478",6,4,2
"5479",6,4,2
"5480",6,5,4
"5481",6,4,3
"5482",6,7,3
"5483",6,6,3
"5484",6,1,4
"5485",6,5,3
"5486",6,6,2
"5487",6,5,4
"5488",6,5,3
"5489",6,3,2
"5490",6,NA,NA
"5491",6,5,3
"5492",6,7,3
"5493",6,5,3
"5494",6,8,2
"5495",6,3,3
"5496",6,5,2
"5497",6,6,2
"5498",6,3,2
"5499",6,8,3
"5500",6,9,3
"5501",6,1,4
"5502",6,2,3
"5503",6,8,1
"5504",6,5,3
"5505",6,5,2
"5506",6,7,3
"5507",6,1,3
"5508",6,5,2
"5509",6,5,2
"5510",6,NA,3
"5511",6,7,3
"5512",6,1,4
"5513",6,5,2
"5514",6,5,4
"5515",6,6,2
"5516",6,6,3
"5517",6,6,3
"5518",6,2,3
"5519",6,5,3
"5520",6,1,4
"5521",6,1,3
"5522",6,2,3
"5523",6,2,3
"5524",6,4,3
"5525",6,3,3
"5526",6,5,3
"5527",6,4,3
"5528",6,3,3
"5529",6,9,4
"5530",6,7,3
"5531",6,7,3
"5532",6,4,2
"5533",6,3,3
"5534",6,6,4
"5535",6,5,3
"5536",6,4,2
"5537",6,6,4
"5538",6,5,4
"5539",6,5,2
"5540",6,5,3
"5541",6,5,3
"5542",6,7,3
"5543",6,1,3
"5544",6,5,2
"5545",6,8,3
"5546",6,3,3
"5547",6,7,4
"5548",6,3,2
"5549",6,7,4
"5550",6,4,3
"5551",6,7,2
"5552",6,6,2
"5553",6,3,3
"5554",6,6,2
"5555",6,5,1
"5556",6,4,4
"5557",6,8,1
"5558",6,6,2
"5559",6,4,2
"5560",6,1,3
"5561",6,1,3
"5562",6,6,3
"5563",6,8,4
"5564",6,5,3
"5565",6,4,3
"5566",6,7,3
"5567",6,7,2
"5568",6,7,3
"5569",6,3,2
"5570",6,6,4
"5571",6,4,2
"5572",6,1,3
"5573",6,1,4
"5574",6,2,2
"5575",6,7,2
"5576",6,4,3
"5577",6,7,2
"5578",6,3,3
"5579",6,6,2
"5580",6,5,3
"5581",6,4,3
"5582",6,1,2
"5583",6,3,2
"5584",6,5,3
"5585",6,4,3
"5586",6,3,3
"5587",6,5,1
"5588",6,7,4
"5589",6,2,3
"5590",6,4,2
"5591",6,7,3
"5592",6,7,2
"5593",6,6,3
"5594",6,6,2
"5595",6,6,2
"5596",6,5,3
"5597",6,6,3
"5598",6,6,3
"5599",6,3,3
"5600",6,8,3
"5601",6,6,3
"5602",6,3,4
"5603",6,6,3
"5604",6,4,4
"5605",6,2,2
"5606",6,4,2
"5607",6,4,3
"5608",6,9,3
"5609",6,6,3
"5610",6,4,3
"5611",6,3,1
"5612",6,5,3
"5613",6,5,2
"5614",6,7,2
"5615",6,7,3
"5616",6,6,3
"5617",6,1,2
"5618",6,3,3
"5619",6,5,3
"5620",6,7,2
"5621",6,10,3
"5622",6,1,2
"5623",6,3,3
"5624",6,6,2
"5625",6,4,3
"5626",6,5,2
"5627",6,1,3
"5628",6,3,4
"5629",6,5,4
"5630",6,3,3
"5631",6,4,3
"5632",6,4,3
"5633",6,6,4
"5634",6,8,1
"5635",6,2,4
"5636",6,5,2
"5637",6,5,2
