"","wave","Q288","Q252"
"1474",3,5,3
"1475",3,10,3
"1476",3,6,2
"1477",3,6,4
"1478",3,7,2
"1479",3,NA,NA
"1480",3,8,4
"1481",3,7,3
"1482",3,NA,3
"1483",3,8,3
"1484",3,3,3
"1485",3,7,3
"1486",3,7,3
"1487",3,NA,2
"1488",3,10,2
"1489",3,10,1
"1490",3,10,2
"1491",3,10,2
"1492",3,10,2
"1493",3,10,3
"1494",3,8,3
"1495",3,5,3
"1496",3,7,3
"1497",3,2,2
"1498",3,7,2
"1499",3,7,2
"1500",3,5,3
"1501",3,NA,3
"1502",3,4,3
"1503",3,7,3
"1504",3,3,3
"1505",3,NA,2
"1506",3,NA,2
"1507",3,3,1
"1508",3,NA,3
"1509",3,10,2
"1510",3,NA,3
"1511",3,NA,3
"1512",3,NA,4
"1513",3,4,3
"1514",3,NA,3
"1515",3,7,4
"1516",3,5,2
"1517",3,6,3
"1518",3,7,2
"1519",3,6,2
"1520",3,9,3
"1521",3,9,4
"1522",3,NA,2
"1523",3,4,3
"1524",3,7,3
"1525",3,7,3
"1526",3,9,2
"1527",3,9,3
"1528",3,10,3
"1529",3,10,1
"1530",3,7,2
"1531",3,3,3
"1532",3,4,2
"1533",3,3,2
"1534",3,5,2
"1535",3,4,3
"1536",3,9,4
"1537",3,9,3
"1538",3,8,3
"1539",3,6,3
"1540",3,7,2
"1541",3,8,2
"1542",3,5,3
"1543",4,8,4
"1544",4,7,4
"1545",4,3,2
"1546",4,9,2
"1547",4,9,2
"1548",4,8,3
"1549",4,9,2
"1550",4,8,3
"1551",4,5,1
"1552",4,10,3
"1553",4,3,3
"1554",4,7,3
"1555",4,4,3
"1556",4,6,3
"1557",4,6,2
"1558",4,6,1
"1559",4,9,3
"1560",4,4,4
"1561",4,10,3
"1562",4,3,3
"1563",4,7,4
"1564",4,5,3
"1565",4,NA,3
"1566",4,1,4
"1567",4,5,1
"1568",4,8,2
"1569",4,5,2
"1570",4,2,3
"1571",4,5,4
"1572",4,NA,1
"1573",4,3,3
"1574",4,1,1
"1575",4,3,2
"1576",4,3,3
"1577",4,8,2
"1578",4,5,3
"1579",4,10,2
"1580",4,4,1
"1581",4,4,4
"1582",4,7,2
"1583",4,9,2
"1584",4,2,3
"1585",4,4,2
"1586",4,1,1
"1587",4,2,4
"1588",4,4,3
"1589",4,1,1
"1590",4,1,2
"1591",4,4,4
"1592",4,5,4
"1593",4,2,1
"1594",4,3,3
"1595",4,6,NA
"1596",4,5,1
"1597",4,1,3
"1598",4,NA,4
"1599",4,5,4
"1600",4,4,3
"1601",4,4,3
"1602",4,6,2
"1603",4,3,4
"1604",4,2,2
"1605",4,4,3
"1606",4,8,1
"1607",4,2,3
"1608",4,2,3
"1609",4,6,1
"1610",4,10,4
"1611",4,6,2
"1612",4,9,2
"1613",4,5,3
"1614",4,6,1
"1615",4,3,1
"1616",4,5,2
"1617",4,4,3
"1618",4,4,3
"1619",4,4,2
"1620",4,5,3
"1621",4,6,2
"1622",4,NA,3
"1623",4,5,3
"1624",4,8,3
"1625",4,5,3
"1626",4,9,3
"1627",4,2,4
"1628",4,8,3
"1629",4,9,3
"1630",4,9,3
"1631",4,9,3
"1632",4,6,3
"1633",4,7,3
"1634",4,7,NA
"1635",4,8,1
"1636",4,3,3
"1637",4,7,1
"1638",4,5,2
"1639",4,8,3
"1640",4,9,3
"1641",4,5,3
"1642",4,8,4
"1643",4,6,3
"1644",4,5,4
"1645",4,4,3
"1646",4,7,2
"1647",4,6,2
"1648",4,4,3
"1649",4,9,3
"1650",4,4,2
"1651",4,6,4
"1652",4,5,3
"1653",4,9,3
"1654",4,1,3
"1655",4,5,3
"1656",4,3,3
"1657",4,2,3
"1658",4,1,4
"1659",4,2,3
"1660",4,1,2
"1661",4,2,3
"1662",4,1,4
"1663",4,3,2
"1664",4,10,4
"1665",4,6,2
"1666",4,4,3
"1667",4,4,3
"1668",4,4,2
"1669",4,8,4
"1670",4,4,2
"1671",4,10,2
"1672",4,7,3
"1673",4,6,4
"1674",4,10,3
"1675",4,7,3
"1676",4,3,2
"1677",4,5,3
"1678",4,7,2
"1679",4,2,2
"1680",4,9,3
"1681",4,5,2
"1682",4,9,3
"1683",4,4,2
"1684",4,4,2
"1685",4,2,3
"1686",4,7,2
"1687",4,5,2
"1688",4,2,2
"1689",4,5,2
"1690",4,5,2
"1691",4,7,2
"1692",4,2,4
"1693",4,7,2
"1694",4,5,3
"1695",4,7,2
"1696",4,7,3
"1697",4,7,3
"1698",4,4,2
"1699",4,4,4
"1700",4,4,4
"1701",4,6,3
"1702",4,9,3
"1703",4,6,2
"1704",4,2,2
"1705",4,NA,4
"1706",4,10,4
"1707",4,6,3
"1708",4,5,2
"1709",4,7,4
"1710",4,9,2
"1711",4,8,3
"1712",4,6,3
"1713",4,5,3
"1714",4,9,3
"1715",4,9,3
"1716",4,NA,1
"1717",4,7,2
"1718",4,6,3
"1719",4,4,1
"1720",4,3,3
"1721",4,7,2
"1722",4,NA,1
"1723",4,7,4
"1724",4,4,4
"1725",4,4,4
"1726",4,NA,3
"1727",4,2,3
"1728",4,3,3
"1729",4,7,4
"1730",4,5,1
"1731",4,8,3
"1732",4,4,3
"1733",4,3,4
"1734",4,9,3
"1735",4,NA,3
"1736",4,NA,4
"1737",4,NA,3
"1738",4,NA,3
"1739",4,NA,2
"1740",4,NA,1
"1741",4,NA,3
"1742",4,6,4
"1743",4,6,3
"1744",4,NA,4
"1745",4,NA,4
"1746",4,NA,3
"1747",4,3,3
"1748",4,4,3
"1749",4,6,2
"1750",4,7,3
"1751",4,9,3
"1752",4,6,3
"1753",4,6,1
"1754",4,10,3
"1755",4,7,4
"1756",4,5,3
"1757",4,4,3
"1758",4,2,2
"1759",4,NA,3
"1760",4,1,1
"1761",4,2,3
"1762",4,1,1
"1763",4,2,3
"1764",4,1,4
"1765",4,1,3
"1766",4,3,2
"1767",4,2,3
"1768",4,4,3
"1769",4,4,1
"1770",4,2,3
"1771",4,5,3
"1772",4,7,3
"1773",4,5,1
"1774",4,2,2
"1775",4,2,2
"1776",4,1,3
"1777",4,3,3
"1778",4,4,1
"1779",4,6,2
"1780",4,5,2
"1781",4,1,3
"1782",4,2,4
"1783",4,NA,2
"1784",4,5,3
"1785",4,4,2
"1786",4,5,3
"1787",4,10,2
"1788",4,NA,3
"1789",4,9,2
"1790",4,8,2
"1791",4,10,3
"1792",4,8,2
"1793",4,7,3
"1794",4,7,3
"1795",4,5,4
"1796",4,8,4
"1797",4,2,3
"1798",4,4,3
"1799",4,5,3
"1800",4,4,3
"1801",4,4,4
"1802",4,4,3
"1803",4,9,2
"1804",4,9,4
"1805",4,2,4
"1806",4,5,3
"1807",4,NA,3
"1808",4,6,2
"1809",4,4,4
"1810",4,NA,3
"1811",4,8,3
"1812",4,3,3
"1813",4,NA,NA
"1814",4,9,4
"1815",4,4,2
"1816",4,7,3
"1817",4,6,4
"1818",4,4,4
"1819",4,5,4
"1820",4,2,3
"1821",4,6,2
"1822",4,3,3
"1823",4,8,3
"1824",4,5,2
"1825",4,2,3
"1826",4,5,4
"1827",4,4,4
"1828",4,5,2
"1829",4,5,3
"1830",4,2,3
"1831",4,5,3
"1832",4,10,3
"1833",4,1,3
"1834",4,6,1
"1835",4,7,3
"1836",4,4,2
"1837",4,3,2
"1838",4,5,2
"1839",4,2,2
"1840",4,10,1
"1841",4,5,3
"1842",4,5,2
"1843",4,NA,2
"1844",4,7,2
"1845",4,NA,3
"1846",4,10,4
"1847",4,8,2
"1848",4,2,2
"1849",4,7,3
"1850",4,9,2
"1851",4,4,3
"1852",4,4,3
"1853",4,6,2
"1854",4,10,3
"1855",4,9,2
"1856",4,8,3
"1857",4,9,4
"1858",4,8,2
"1859",4,4,3
"1860",4,7,3
"1861",4,6,2
"1862",4,8,3
"1863",4,8,2
"1864",4,10,3
"1865",4,9,2
"1866",4,2,2
"1867",4,9,2
"1868",4,NA,1
"1869",4,8,3
"1870",4,6,2
"1871",4,10,2
"1872",4,10,4
"1873",4,9,2
"1874",4,NA,3
"1875",4,7,3
"1876",4,NA,2
"1877",4,9,3
"1878",4,8,3
"1879",4,6,3
"1880",4,NA,2
"1881",4,6,3
"1882",4,6,2
"1883",4,2,4
"1884",4,1,3
"1885",4,9,3
"1886",4,10,3
"1887",4,9,2
"1888",4,7,3
"1889",4,10,3
"1890",4,9,2
"1891",4,2,4
"1892",4,7,2
"1893",4,10,4
"1894",4,9,2
"1895",4,9,3
"1896",4,9,3
"1897",4,9,3
"1898",4,8,NA
"1899",4,4,3
"1900",4,4,1
"1901",4,4,NA
"1902",4,6,3
"1903",4,5,2
"1904",4,5,2
"1905",4,6,2
"1906",4,7,4
"1907",4,5,2
"1908",4,NA,3
"1909",4,NA,4
"1910",4,3,2
"1911",4,6,3
"1912",4,7,4
"1913",4,7,1
"1914",4,7,2
"1915",4,2,3
"1916",4,4,4
"1917",4,9,4
"1918",4,8,2
"1919",4,6,3
"1920",4,4,1
"1921",4,8,2
"1922",4,6,2
"1923",4,8,4
"1924",4,8,2
"1925",4,8,4
"1926",4,NA,1
"1927",4,9,2
"1928",4,7,2
"1929",4,9,2
"1930",4,3,2
"1931",4,3,3
"1932",4,10,2
"1933",4,10,2
"1934",4,7,3
"1935",4,7,2
"1936",4,4,2
"1937",4,10,3
"1938",4,6,2
"1939",4,1,3
"1940",4,9,2
"1941",4,10,2
"1942",4,NA,3
"1943",4,3,2
"1944",4,5,2
"1945",4,6,2
"1946",4,3,3
"1947",4,4,3
"1948",4,3,3
"1949",4,8,3
"1950",4,6,3
"1951",4,2,1
"1952",4,6,4
"1953",4,6,1
"1954",4,3,3
"1955",4,2,2
"1956",4,4,2
"1957",4,10,3
"1958",4,6,3
"1959",4,9,4
"1960",4,9,3
"1961",4,1,2
"1962",4,6,2
"1963",4,9,2
"1964",4,10,3
"1965",4,7,3
"1966",4,2,3
"1967",4,9,2
"1968",4,9,2
"1969",4,8,3
"1970",4,5,4
"1971",4,6,3
"1972",4,2,3
"1973",4,7,2
"1974",4,4,3
"1975",4,7,4
"1976",4,7,3
"1977",4,8,3
"1978",4,3,3
"1979",4,2,3
"1980",4,5,2
"1981",4,2,3
"1982",4,5,3
"1983",4,5,2
"1984",4,4,3
"1985",4,NA,3
"1986",4,4,3
"1987",4,10,2
"1988",4,9,4
"1989",4,8,2
"1990",4,4,3
"1991",4,7,2
"1992",4,4,3
"1993",4,7,2
"1994",4,8,2
"1995",4,6,3
"1996",4,3,2
"1997",4,9,3
"1998",4,8,3
"1999",4,10,3
"2000",4,2,3
"2001",4,1,1
"2002",4,3,3
"2003",4,5,4
"2004",4,5,3
"2005",4,9,3
"2006",4,5,3
"2007",4,2,3
"2008",4,3,4
"2009",4,5,2
"2010",4,6,2
"2011",4,2,3
"2012",4,2,3
"2013",4,3,1
"2014",4,9,3
"2015",4,8,3
"2016",4,4,2
"2017",4,3,3
"2018",4,8,2
"2019",4,8,3
"2020",4,7,3
"2021",4,7,3
"2022",4,2,3
"2023",4,10,1
"2024",4,10,4
"2025",4,7,2
"2026",4,3,1
"2027",4,9,1
"2028",4,3,1
"2029",4,9,1
"2030",4,7,2
"2031",4,9,1
"2032",4,7,3
"2033",4,9,1
"2034",4,5,3
"2035",4,4,2
"2036",4,6,3
"2037",4,2,3
"2038",4,4,2
"2039",4,4,2
"2040",4,3,2
"2041",4,6,1
"2042",4,2,3
"2043",4,4,3
"2044",4,5,2
"2045",4,4,2
"2046",4,6,3
"2047",4,5,3
"2048",4,5,3
"2049",4,4,2
"2050",4,4,4
"2051",4,6,2
"2052",4,3,3
"2053",4,4,3
"2054",4,3,3
"2055",4,8,1
"2056",4,4,3
"2057",4,NA,2
"2058",4,1,4
"2059",4,5,1
"2060",4,5,3
"2061",4,1,3
"2062",4,10,3
"2063",4,9,3
"2064",4,7,4
"2065",4,5,3
"2066",4,6,3
"2067",4,2,1
"2068",4,4,2
"2069",4,8,2
"2070",4,3,2
"2071",4,2,3
"2072",4,2,4
"2073",4,2,2
"2074",4,7,4
"2075",4,8,2
"2076",4,4,3
"2077",4,6,4
"2078",4,5,3
"2079",4,9,4
"2080",4,6,4
"2081",4,2,3
"2082",4,10,3
"2083",4,3,3
"2084",4,10,3
"2085",4,2,4
"2086",4,5,3
"2087",4,5,2
"2088",4,3,3
"2089",4,7,3
"2090",4,4,2
"2091",4,8,2
"2092",4,4,2
"2093",4,8,4
"2094",4,2,2
"2095",4,4,NA
"2096",4,3,4
"2097",4,7,2
"2098",4,NA,2
"2099",4,NA,NA
"2100",4,4,4
"2101",4,7,2
"2102",4,8,4
"2103",4,4,2
"2104",4,2,2
"2105",4,8,3
"2106",4,7,3
"2107",4,7,3
"2108",4,2,3
"2109",4,10,3
"2110",4,7,4
"2111",4,2,3
"2112",4,9,3
"2113",4,5,3
"2114",4,6,3
"2115",4,5,2
"2116",4,3,3
"2117",4,4,3
"2118",4,2,1
"2119",4,3,3
"2120",4,8,4
"2121",4,4,3
"2122",4,8,NA
"2123",4,8,3
"2124",4,3,3
"2125",4,7,3
"2126",4,5,1
"2127",4,7,2
"2128",4,8,2
"2129",4,8,3
"2130",4,5,2
"2131",4,4,3
"2132",4,9,3
"2133",4,5,3
"2134",4,6,4
"2135",4,7,3
"2136",4,1,1
"2137",4,5,3
"2138",4,3,3
"2139",4,3,3
"2140",4,4,2
"2141",4,5,3
"2142",4,3,3
"2143",4,4,3
"2144",4,4,3
"2145",4,9,2
"2146",4,7,2
"2147",4,3,4
"2148",4,5,3
"2149",4,8,3
"2150",4,5,3
"2151",4,NA,3
"2152",4,2,3
"2153",4,1,3
"2154",4,5,3
"2155",4,5,3
"2156",4,1,3
"2157",4,NA,2
"2158",4,1,2
"2159",4,NA,3
"2160",4,4,4
"2161",4,9,3
"2162",4,1,1
"2163",4,3,2
"2164",4,7,3
"2165",4,3,3
"2166",4,6,3
"2167",4,5,3
"2168",4,NA,2
"2169",4,1,2
"2170",4,1,2
"2171",4,2,2
"2172",4,1,2
"2173",4,2,3
"2174",4,6,3
"2175",4,7,2
"2176",4,9,2
"2177",4,7,4
"2178",4,7,2
"2179",4,5,2
"2180",4,8,1
"2181",4,4,3
"2182",4,3,3
"2183",4,6,3
"2184",4,7,3
"2185",4,7,3
"2186",4,4,3
"2187",4,6,3
"2188",4,4,3
"2189",4,3,2
"2190",4,9,2
"2191",4,4,2
"2192",4,3,3
"2193",4,3,1
"2194",4,NA,3
"2195",4,1,2
"2196",4,NA,2
"2197",4,3,3
"2198",4,6,1
"2199",4,10,1
"2200",4,6,3
"2201",4,7,2
"2202",4,6,3
"2203",4,4,2
"2204",4,1,3
"2205",4,4,1
"2206",4,5,2
"2207",4,8,2
"2208",4,3,3
"2209",4,7,3
"2210",4,2,4
"2211",4,1,1
"2212",4,8,4
"2213",4,4,2
"2214",4,8,3
"2215",4,5,3
"2216",4,5,3
"2217",4,7,2
"2218",4,8,2
"2219",4,7,3
"2220",4,10,3
"2221",4,10,3
"2222",4,4,2
"2223",4,5,3
"2224",4,9,3
"2225",4,5,3
"2226",4,2,4
"2227",4,7,2
"2228",4,6,3
"2229",4,5,2
"2230",4,1,4
"2231",4,7,3
"2232",4,1,2
"2233",4,3,4
"2234",4,2,4
"2235",4,9,3
"2236",4,NA,3
"2237",4,3,2
"2238",4,9,1
"2239",4,2,1
"2240",4,6,2
"2241",4,6,4
"2242",4,8,3
"2243",4,8,2
"2244",4,1,3
"2245",4,NA,4
"2246",4,4,2
"2247",4,2,2
"2248",4,10,4
"2249",4,6,3
"2250",4,8,3
"2251",4,5,1
"2252",4,10,2
"2253",4,1,3
"2254",4,1,2
"2255",4,6,2
"2256",4,8,3
"2257",4,8,3
"2258",4,3,3
"2259",4,4,3
"2260",4,7,3
"2261",4,7,3
"2262",4,5,2
"2263",4,3,3
"2264",4,3,3
"2265",4,4,NA
"2266",4,7,2
"2267",4,8,3
"2268",4,3,2
"2269",4,7,3
"2270",4,8,2
"2271",4,4,3
"2272",4,5,3
"2273",4,5,3
"2274",4,7,4
"2275",4,6,4
"2276",4,2,2
"2277",4,6,2
"2278",4,9,3
"2279",4,9,2
"2280",4,6,1
"2281",4,8,3
"2282",4,7,3
"2283",4,8,3
"2284",4,3,3
"2285",4,8,2
"2286",4,8,2
"2287",4,6,3
"2288",4,10,2
"2289",4,6,3
"2290",4,NA,2
"2291",4,2,4
"2292",4,7,2
"2293",4,7,3
"2294",4,5,3
"2295",4,8,2
"2296",4,10,2
"2297",4,3,3
"2298",4,10,2
"2299",4,9,2
"2300",4,8,3
"2301",4,4,4
"2302",4,5,3
"2303",4,3,3
"2304",4,4,3
"2305",4,1,3
"2306",4,6,2
"2307",4,4,3
"2308",4,9,3
"2309",4,2,3
"2310",4,2,3
"2311",4,1,3
"2312",4,5,4
"2313",4,NA,4
"2314",4,10,3
"2315",4,6,4
"2316",4,4,NA
"2317",4,10,3
"2318",4,8,3
"2319",4,7,3
"2320",4,6,4
"2321",4,5,2
"2322",4,7,2
"2323",4,2,4
"2324",4,3,4
"2325",4,2,1
"2326",4,6,2
"2327",4,4,4
"2328",4,5,2
"2329",4,1,4
"2330",4,7,3
"2331",4,1,2
"2332",4,4,2
"2333",4,3,4
"2334",4,2,2
"2335",4,5,3
"2336",4,4,4
"2337",4,4,3
"2338",4,4,4
"2339",4,2,3
"2340",4,7,4
"2341",4,5,1
"2342",4,10,2
"2343",4,6,3
"2344",4,6,4
"2345",4,7,2
"2346",4,6,4
"2347",4,8,3
"2348",4,5,4
"2349",4,9,3
"2350",4,9,3
"2351",4,10,4
"2352",4,9,4
"2353",4,6,2
"2354",4,7,2
"2355",4,4,NA
"2356",4,8,2
"2357",4,9,3
"2358",4,8,3
"2359",4,1,4
"2360",4,6,1
"2361",4,9,3
"2362",4,10,3
"2363",4,2,3
"2364",4,10,3
"2365",4,3,3
"2366",4,2,2
"2367",4,8,3
"2368",4,3,4
"2369",4,2,2
"2370",4,1,3
"2371",4,9,2
"2372",4,10,3
"2373",4,6,3
"2374",4,6,1
"2375",4,10,NA
"2376",4,6,3
"2377",4,2,1
"2378",4,NA,3
"2379",4,6,2
"2380",4,2,1
"2381",4,3,1
"2382",4,8,2
"2383",4,3,2
"2384",4,6,2
"2385",4,4,3
"2386",4,3,4
"2387",4,9,3
"2388",4,7,2
"2389",4,4,3
"2390",4,6,1
"2391",4,8,2
"2392",4,9,3
"2393",4,9,4
"2394",4,4,4
"2395",4,8,2
"2396",4,NA,3
"2397",4,10,2
"2398",4,NA,2
"2399",4,9,4
"2400",4,1,2
"2401",4,8,2
"2402",4,7,2
"2403",4,2,2
"2404",4,NA,2
"2405",4,1,4
"2406",4,10,3
"2407",4,2,3
"2408",4,5,3
"2409",4,9,3
"2410",4,8,2
"2411",4,9,3
"2412",4,7,3
"2413",4,2,3
"2414",4,7,4
"2415",4,6,3
"2416",4,7,3
"2417",4,7,3
"2418",4,5,2
"2419",4,6,3
"2420",4,3,3
"2421",4,NA,3
"2422",4,3,1
"2423",4,1,3
"2424",4,7,2
"2425",4,7,2
"2426",4,5,2
"2427",4,4,3
"2428",4,9,1
"2429",4,8,3
"2430",4,5,3
"2431",4,7,3
"2432",4,3,3
"2433",4,7,2
"2434",4,7,3
"2435",4,3,3
"2436",4,3,2
"2437",4,7,3
"2438",4,7,4
"2439",4,4,2
"2440",4,3,3
"2441",4,3,3
"2442",4,2,1
"2443",4,6,3
"2444",4,8,4
"2445",4,7,2
"2446",4,1,3
"2447",4,5,2
"2448",4,9,2
"2449",4,5,3
"2450",4,5,3
"2451",4,6,2
"2452",4,NA,4
"2453",4,NA,4
"2454",4,NA,3
"2455",4,6,3
"2456",4,2,4
"2457",4,1,1
"2458",4,NA,1
"2459",4,6,1
"2460",4,6,3
"2461",4,7,2
"2462",4,6,3
"2463",4,NA,4
"2464",4,4,2
"2465",4,2,3
"2466",4,3,2
"2467",4,10,4
"2468",4,5,3
"2469",4,1,1
"2470",4,4,3
"2471",4,6,3
"2472",4,NA,4
"2473",4,NA,3
"2474",4,4,2
"2475",4,7,3
"2476",4,10,3
"2477",4,7,4
"2478",4,8,1
"2479",4,4,3
"2480",4,9,3
"2481",4,9,4
"2482",4,6,3
"2483",4,8,2
"2484",4,NA,3
"2485",4,5,3
"2486",4,9,3
"2487",4,9,3
"2488",4,9,2
"2489",4,4,4
"2490",4,7,3
"2491",4,5,1
"2492",4,5,3
"2493",4,3,4
"2494",4,5,3
"2495",4,10,4
"2496",4,2,3
"2497",4,4,2
"2498",4,NA,2
"2499",4,5,2
"2500",4,2,2
"2501",4,NA,4
"2502",4,9,3
"2503",4,NA,3
"2504",4,3,2
"2505",4,3,NA
"2506",4,10,2
"2507",4,3,1
"2508",4,10,4
"2509",4,9,2
"2510",4,10,2
"2511",4,10,2
"2512",4,7,3
"2513",4,10,3
"2514",4,8,3
"2515",4,4,4
"2516",4,5,2
"2517",4,6,3
"2518",4,7,3
"2519",4,2,4
"2520",4,7,1
"2521",4,7,3
"2522",4,6,4
"2523",4,4,3
"2524",4,7,2
"2525",4,5,2
"2526",4,7,2
"2527",4,3,2
"2528",4,5,3
"2529",4,6,2
"2530",4,7,3
"2531",4,5,2
"2532",4,10,3
"2533",4,5,1
"2534",4,9,3
"2535",4,3,2
"2536",4,2,3
"2537",4,10,3
"2538",4,1,2
"2539",4,10,2
"2540",4,10,2
"2541",4,10,2
"2542",4,10,4
"2543",4,8,3
"2544",4,5,2
"2545",4,8,2
"2546",4,6,4
"2547",4,4,4
"2548",4,4,2
"2549",4,7,3
"2550",4,9,3
"2551",4,NA,2
"2552",4,9,3
"2553",4,6,3
"2554",4,8,NA
"2555",4,4,3
"2556",4,4,3
"2557",4,6,2
"2558",4,4,2
"2559",4,7,3
"2560",4,4,3
"2561",4,10,2
"2562",4,4,3
"2563",4,2,4
"2564",4,4,3
"2565",4,2,3
"2566",4,7,4
"2567",4,6,3
"2568",4,4,4
"2569",4,8,3
"2570",4,4,3
"2571",4,6,2
"2572",4,9,4
"2573",4,2,3
"2574",4,9,2
"2575",4,3,4
"2576",4,2,3
"2577",4,2,2
"2578",4,8,4
"2579",4,7,3
"2580",4,9,3
"2581",4,8,2
"2582",4,8,3
"2583",4,2,2
"2584",4,8,3
"2585",4,8,3
"2586",4,4,3
"2587",4,7,1
"2588",4,3,1
"2589",4,4,3
"2590",4,6,2
"2591",4,7,4
"2592",4,7,1
"2593",4,7,3
"2594",4,8,1
"2595",4,3,3
"2596",4,10,2
"2597",4,2,3
"2598",4,2,1
"2599",4,1,1
"2600",4,2,2
"2601",4,10,2
"2602",4,9,3
"2603",4,4,2
"2604",4,4,3
"2605",4,9,2
"2606",4,2,2
"2607",4,10,3
"2608",4,4,2
"2609",4,7,3
"2610",4,1,4
"2611",4,10,3
"2612",4,9,2
"2613",4,6,2
"2614",4,8,3
"2615",4,8,2
"2616",4,4,2
"2617",4,10,2
"2618",4,6,3
"2619",4,10,3
"2620",4,10,3
"2621",4,7,3
"2622",4,8,2
"2623",4,3,4
"2624",4,5,2
"2625",4,7,2
"2626",4,7,3
"2627",4,4,2
"2628",4,6,3
"2629",4,7,1
"2630",4,3,3
"2631",4,7,3
"2632",4,8,3
"2633",4,6,2
"2634",4,8,3
"2635",4,2,4
"2636",4,NA,3
"2637",4,2,3
"2638",4,9,4
"2639",4,5,2
"2640",4,10,2
"2641",4,10,3
"2642",4,5,2
"2643",4,9,2
"2644",4,6,3
"2645",4,7,3
"2646",4,6,2
"2647",4,4,4
"2648",4,NA,2
"2649",4,9,3
"2650",4,7,3
"2651",4,NA,4
"2652",4,4,3
"2653",4,8,3
"2654",4,3,3
"2655",4,9,3
"2656",4,7,4
"2657",4,10,3
"2658",4,2,3
"2659",4,6,1
"2660",4,2,3
"2661",4,4,2
"2662",4,3,3
"2663",4,2,2
"2664",4,5,4
"2665",4,7,4
"2666",4,6,3
"2667",4,1,3
"2668",4,5,2
"2669",4,4,NA
"2670",4,3,2
"2671",4,6,3
"2672",4,4,2
"2673",4,1,4
"2674",4,2,2
"2675",4,6,3
"2676",4,4,3
"2677",4,6,3
"2678",4,7,2
"2679",4,2,4
"2680",4,10,2
"2681",4,3,3
"2682",4,5,3
"2683",4,9,2
"2684",4,9,4
"2685",4,7,3
"2686",4,5,2
"2687",4,1,4
"2688",4,9,3
"2689",4,NA,4
"2690",4,3,2
"2691",4,7,3
"2692",4,6,2
"2693",4,NA,2
"2694",4,NA,3
"2695",4,4,3
"2696",4,7,3
"2697",4,9,3
"2698",4,8,4
"2699",4,5,3
"2700",4,1,2
"2701",4,8,3
"2702",4,2,4
"2703",4,4,3
"2704",4,2,2
"2705",4,10,NA
"2706",4,7,2
"2707",4,3,4
"2708",4,8,3
"2709",4,2,2
"2710",4,4,3
"2711",4,1,2
"2712",4,1,3
"2713",4,6,3
"2714",4,2,3
"2715",4,8,2
"2716",4,5,4
"2717",4,7,3
"2718",4,5,3
"2719",4,3,4
"2720",4,4,3
"2721",4,3,4
"2722",4,5,4
"2723",4,6,4
"2724",4,8,3
"2725",4,2,4
"2726",4,1,3
"2727",4,5,2
"2728",4,4,2
"2729",4,6,4
"2730",4,4,2
"2731",4,3,1
"2732",4,6,NA
"2733",4,5,1
"2734",4,2,1
"2735",4,8,3
"2736",4,3,1
"2737",4,2,1
"2738",4,4,3
"2739",4,6,2
"2740",4,5,2
"2741",4,9,2
"2742",4,6,1
"2743",5,3,3
"2744",5,4,2
"2745",5,7,2
"2746",5,7,3
"2747",5,1,3
"2748",5,2,3
"2749",5,3,3
"2750",5,6,4
"2751",5,7,3
"2752",5,NA,1
"2753",5,3,3
"2754",5,2,3
"2755",5,7,3
"2756",5,NA,NA
"2757",5,NA,2
"2758",5,7,2
"2759",5,3,3
"2760",5,6,3
"2761",5,6,3
"2762",5,6,NA
"2763",5,6,2
"2764",5,5,3
"2765",5,1,3
"2766",5,6,3
"2767",5,4,2
"2768",5,8,2
"2769",5,4,4
"2770",5,4,2
"2771",5,4,NA
"2772",5,5,3
"2773",5,6,3
"2774",5,3,3
"2775",5,5,3
"2776",5,7,2
"2777",5,4,3
"2778",5,6,3
"2779",5,6,3
"2780",5,4,1
"2781",5,1,3
"2782",5,8,3
"2783",5,5,2
"2784",5,2,2
"2785",5,6,3
"2786",5,NA,3
"2787",5,6,3
"2788",5,7,2
"2789",5,NA,1
"2790",5,7,3
"2791",5,4,3
"2792",5,3,2
"2793",5,5,3
"2794",5,6,3
"2795",5,1,3
"2796",5,6,2
"2797",5,6,3
"2798",5,5,2
"2799",5,5,2
"2800",5,7,3
"2801",5,7,3
"2802",5,2,3
"2803",5,5,2
"2804",5,6,3
"2805",5,5,3
"2806",5,7,3
"2807",5,7,2
"2808",5,3,2
"2809",5,7,3
"2810",5,4,3
"2811",5,6,2
"2812",5,7,2
"2813",5,5,2
"2814",5,2,2
"2815",5,5,3
"2816",5,6,3
"2817",5,4,2
"2818",5,5,2
"2819",5,NA,3
"2820",5,5,3
"2821",5,8,3
"2822",5,4,2
"2823",5,6,2
"2824",5,NA,3
"2825",5,4,3
"2826",5,3,3
"2827",5,3,3
"2828",5,5,2
"2829",5,1,3
"2830",5,NA,3
"2831",5,1,3
"2832",5,NA,3
"2833",5,5,2
"2834",5,5,3
"2835",5,1,2
"2836",5,5,3
"2837",5,7,2
"2838",5,7,3
"2839",5,5,4
"2840",5,4,2
"2841",5,5,2
"2842",5,6,2
"2843",5,5,3
"2844",5,3,3
"2845",5,6,4
"2846",5,5,3
"2847",5,6,2
"2848",5,5,1
"2849",5,5,2
"2850",5,5,3
"2851",5,NA,3
"2852",5,NA,2
"2853",5,4,2
"2854",5,5,3
"2855",5,5,2
"2856",5,5,2
"2857",5,5,2
"2858",5,6,1
"2859",5,2,3
"2860",5,3,2
